site,title,company,location,date_posted,job_url,job_url_direct,id,job_type,salary_source,interval,min_amount,max_amount,currency,is_remote,job_level,job_function,listing_type,emails,company_industry,company_url,company_url_direct,company_addresses,company_num_employees,company_revenue,company_description,skills,experience_range,company_rating,company_reviews_count,vacancy_count,work_from_home_type
linkedin,AI Engineering Internship in Bali,EX Venture Inc.,"Leipzig, Saxony, Germany",2026-08-03,https://www.linkedin.com/jobs/view/4448124486 , ,li-4448124486,internship,,,,,,False,internship,Engineering and Information Technology,,academy@exventure.co,Venture Capital and Private Equity Principals,https://www.linkedin.com/company/ex-venture,,,,,,,,,,,
linkedin,Software Developer (m/f/d) – International Assignment China (Qingpu),Heidelberger Druckmaschinen AG,"Wiesloch, Baden-Württemberg, Germany",2026-08-03,https://www.linkedin.com/jobs/view/4438265030 , ,li-4438265030,fulltime,,,,,,False,entry level,Engineering and Information Technology,,,Machinery Manufacturing,https://de.linkedin.com/company/heidelberg,,,,,,,,,,,
linkedin,working student (f/m/d) AI & Robotics Development (VLA & Automation),B. Braun Group,"Melsungen, Hesse, Germany",2026-08-01,https://www.linkedin.com/jobs/view/4447613243 , ,li-4447613243,fulltime,,,,,,False,internship,Information Technology,,,Medical Equipment Manufacturing,https://de.linkedin.com/company/bbraun-group,,,,,,,,,,,
linkedin,Working Student / Intern: Software Engineer (Frontend & Backend) (f/m/x),ilert,"Cologne, North Rhine-Westphalia, Germany",2026-08-01,https://www.linkedin.com/jobs/view/4445805569 , ,li-4445805569,parttime,,,,,,True,entry level,Information Technology,,,IT Services and IT Consulting,https://de.linkedin.com/company/ilert-alerting,,,,,,,,,,,
linkedin,Intern: Data Scientist (m/w/d),Stadt Leipzig,,2026-07-31,https://www.linkedin.com/jobs/view/4447298734 , ,li-4447298734,parttime,,,,,,False,internship,Engineering and Information Technology,,,Government Administration,https://de.linkedin.com/company/stadt-leipzig,,,,,,,,,,,
linkedin,Werkstudent Data Intelligence & Dashboarding (m/w/d),WeMatch.,"Berlin, Germany",2026-07-31,https://www.linkedin.com/jobs/view/4447547573 , ,li-4447547573,parttime,,,,,,True,associate,"Information Technology, Management, and Strategy/Planning",,,IT Services and IT Consulting,https://de.linkedin.com/company/wematch-consulting-gmbh,,,,,,,,,,,
linkedin,Founders Associate Intern: AI Product Consultant (m/w/d),qado,"Munich, Bavaria, Germany",2026-07-31,https://www.linkedin.com/jobs/view/4445537072 , ,li-4445537072,internship,,,,,,False,internship,Consulting,,,Software Development,https://de.linkedin.com/company/qado,,,,,,,,,,,
linkedin,Working Student (f/m/d) - CSAI - AI Developer,SAP,"Walldorf, Baden-Württemberg, Germany",2026-07-31,https://www.linkedin.com/jobs/view/4429646151 , ,li-4429646151,internship,,,,,,False,not applicable,Information Technology,,Careers@sap.com,"Software Development, IT Services and IT Consulting, and Business Consulting and Services",https://de.linkedin.com/company/sap,,,,,,,,,,,
linkedin,Werkstudent Business Intelligence Betrieb/Planung (w/m/d),VIAS Rail GmbH,"Duisburg, North Rhine-Westphalia, Germany",2026-07-31,https://www.linkedin.com/jobs/view/4445539214 , ,li-4445539214,fulltime,,,,,,False,internship,Business Development and Sales,,,Ground Passenger Transportation,https://de.linkedin.com/company/vias-rail,,,,,,,,,,,
linkedin,Working Student (f/m/d) AI and Data Scientist in PhD Programs and Embedded Research,SAP,"Walldorf, Baden-Württemberg, Germany",2026-07-30,https://www.linkedin.com/jobs/view/4444555608 , ,li-4444555608,internship,,,,,,False,not applicable,Engineering and Information Technology,,Careers@sap.com,"Software Development, IT Services and IT Consulting, and Business Consulting and Services",https://de.linkedin.com/company/sap,,,,,,,,,,,
