site,title,company,location,date_posted,job_url,job_url_direct,id,job_type,salary_source,interval,min_amount,max_amount,currency,is_remote,job_level,job_function,listing_type,emails,company_industry,company_url,company_url_direct,company_addresses,company_num_employees,company_revenue,company_description,skills,experience_range,company_rating,company_reviews_count,vacancy_count,work_from_home_type
linkedin,Internship AI-ML Engineering / GenAI & LLM Applications (m/f/d),Roche,"Penzberg, Bavaria, Germany",2026-06-17,https://www.linkedin.com/jobs/view/4419898468 , ,li-4419898468,fulltime,,,,,,False,entry level,Training and Education,,,"Pharmaceutical Manufacturing, Biotechnology Research, and Medical Equipment Manufacturing",https://ch.linkedin.com/company/roche,,,,,,,,,,,
linkedin,Working Student - AI Automation & Data Analytics (f/m/div),Infineon Technologies,"Munich, Bavaria, Germany",2026-06-17,https://www.linkedin.com/jobs/view/4429944129 , ,li-4429944129,fulltime,,,,,,False,internship,Administrative,,,"Semiconductor Manufacturing, Appliances, Electrical, and Electronics Manufacturing, and Computer Hardware Manufacturing",https://de.linkedin.com/company/infineon-technologies,,,,,,,,,,,
linkedin,Working Student (f/m/d) - Computer Vision & Data Pipeline,B. Braun Group,"Freiburg, Baden-Württemberg, Germany",2026-06-17,https://www.linkedin.com/jobs/view/4427372662 , ,li-4427372662,fulltime,,,,,,False,internship,Administrative,,,Medical Equipment Manufacturing,https://de.linkedin.com/company/bbraun-group,,,,,,,,,,,
linkedin,AI Product Owner - International Big Data Team (m/w/d),Würth Deutschland,"Berlin, Berlin, Germany",2026-06-17,https://www.linkedin.com/jobs/view/4386844288 , ,li-4386844288,fulltime,,,,,,False,associate,Product Management and Marketing,,,Wholesale,https://de.linkedin.com/company/wuerth-germany,,,,,,,,,,,
linkedin,Working Student - Data Science & Robotics Machine Learning,RoboService,"Berlin, Germany",2026-06-17,https://www.linkedin.com/jobs/view/4427366875 , ,li-4427366875,parttime,,,,,,True,internship,Education and Training,,,Robotics Engineering,https://de.linkedin.com/company/roboservice-ai,,,,,,,,,,,
linkedin,Student Worker – Development of smart manufacturing solutions,Makino Europe GmbH,"Aachen, North Rhine-Westphalia, Germany",2026-06-16,https://www.linkedin.com/jobs/view/4427794865 , ,li-4427794865,parttime,,,,,,False,internship,Education and Training,,,Mechanical Or Industrial Engineering,https://de.linkedin.com/company/makino-europe,,,,,,,,,,,
linkedin,Machine Learning Working Student,World,"Munich, Bavaria, Germany",2026-06-16,https://www.linkedin.com/jobs/view/4429573259 , ,li-4429573259,parttime,,,,,,False,internship,Education and Training,,constantin.ingelheim@toolsforhumanity.com,"Technology, Information and Internet",https://www.linkedin.com/company/worldofficial,,,,,,,,,,,
linkedin,Digital Marketing & Analytics Intern,Impossible Cloud,"Hamburg, Hamburg, Germany",2026-06-16,https://www.linkedin.com/jobs/view/4429247821 , ,li-4429247821,fulltime,,,,,,False,not applicable,Marketing and Sales,,,"Business Consulting and Services, IT Services and IT Consulting, and Professional Training and Coaching",https://de.linkedin.com/company/impossiblecloud,,,,,,,,,,,
linkedin,Applied AI Engineer Intern (all genders),revel8,"Munich, Bavaria, Germany",2026-06-16,https://www.linkedin.com/jobs/view/4422914668 , ,li-4422914668,fulltime,,,,,,False,internship,Engineering and Information Technology,,,Data Security Software Products,https://de.linkedin.com/company/revel8ai,,,,,,,,,,,
linkedin,Trainee AI Transformation & Data Science (m/w/d) International Graduate Program-Start November 2026,Vaillant Deutschland,"Remscheid, North Rhine-Westphalia, Germany",2026-06-16,https://www.linkedin.com/jobs/view/4429570126 , ,li-4429570126,fulltime,,,,,,False,internship,Business Development and Sales,,,Renewable Energy Semiconductor Manufacturing,https://www.linkedin.com/company/vaillantdeutschland,,,,,,,,,,,
