site,title,company,location,date_posted,job_url,job_url_direct,id,job_type,salary_source,interval,min_amount,max_amount,currency,is_remote,job_level,job_function,listing_type,emails,company_industry,company_url,company_url_direct,company_addresses,company_num_employees,company_revenue,company_description,skills,experience_range,company_rating,company_reviews_count,vacancy_count,work_from_home_type
linkedin,"Senior / Lead Data Scientist – Applied Statistics & Machine Learning – €100,000 – Hybrid – Munich",Findr,"Munich, Bavaria, Germany",2026-09-22,https://www.linkedin.com/jobs/view/4470291949 , ,li-4470291949,fulltime,,,,,,False,mid-senior level,"Science, Information Technology, and Engineering",,,"Data Infrastructure and Analytics, IT System Data Services, and Technology, Information and Media",https://de.linkedin.com/company/findr-tech,,,,,,,,,,,
linkedin,(Senior) Robotics AI Engineer – Training & Deployment (Physical AI) (Mensch),NEURA Robotics,"Munich, Bavaria, Germany",2026-09-22,https://www.linkedin.com/jobs/view/4438826267 , ,li-4438826267,fulltime,,,,,,False,entry level,Engineering and Information Technology,,,Automation Machinery Manufacturing,https://de.linkedin.com/company/neura-robotics,,,,,,,,,,,
linkedin,Senior Product Manager | B2C,Kaufland e-commerce,"Berlin, Berlin, Germany",2026-09-22,https://www.linkedin.com/jobs/view/4469027445 , ,li-4469027445,fulltime,,,,,,True,mid-senior level,Product Management and Marketing,,,Online and Mail Order Retail,https://de.linkedin.com/company/kauflandecommerce,,,,,,,,,,,
linkedin,Senior Localization Specialist,GetYourGuide,"Berlin, Germany",2026-09-22,https://www.linkedin.com/jobs/view/4461096921 , ,li-4461096921,fulltime,,,,,,False,mid-senior level,Information Technology,,jobs@getyourguide.com,"Technology, Information and Internet and Travel Arrangements",https://de.linkedin.com/company/getyourguide-ag,,,,,,,,,,,
linkedin,Artificial Intelligence Engineer,THRYVE,"North Rhine-Westphalia, Germany",2026-09-22,https://www.linkedin.com/jobs/view/4470472427 , ,li-4470472427,fulltime,,,,,,True,associate,,,,IT Services and IT Consulting and Artificial Intelligence,https://de.linkedin.com/company/thryvetalent,,,,,,,,,,,
linkedin,AI Product Manager (m/f/d),Simon-Kucher,"Frankfurt am Main, Hesse, Germany",2026-09-22,https://www.linkedin.com/jobs/view/4468914122 , ,li-4468914122,fulltime,,,,,,False,mid-senior level,Product Management and Marketing,,,Business Consulting and Services,https://de.linkedin.com/company/simon-kucher,,,,,,,,,,,
linkedin,Agentic AI Software Engineer,Machine Learning Reply GmbH,"Berlin, Berlin, Germany",2026-09-22,https://www.linkedin.com/jobs/view/4470293020 , ,li-4470293020,fulltime,,,,,,True,entry level,Consulting,,,Business Consulting and Services,https://de.linkedin.com/company/machine-learning-reply-de,,,,,,,,,,,
linkedin,Senior AI Platform Engineer (f/m/d) for SCI Cross Product Engineering,SAP,"Berlin, Berlin, Germany",2026-09-22,https://www.linkedin.com/jobs/view/4469009824 , ,li-4469009824,fulltime,,,,,,False,mid-senior level,Engineering and Information Technology,,Careers@sap.com,"Software Development, IT Services and IT Consulting, and Business Consulting and Services",https://de.linkedin.com/company/sap,,,,,,,,,,,
linkedin,"Senior / Lead Data Scientist – Applied Statistics & Machine Learning – €100,000 – Hybrid – Frankfurt",Findr,"Frankfurt am Main, Hesse, Germany",2026-09-22,https://www.linkedin.com/jobs/view/4470297544 , ,li-4470297544,fulltime,,,,,,False,mid-senior level,"Science, Information Technology, and Engineering",,,"Data Infrastructure and Analytics, IT System Data Services, and Technology, Information and Media",https://de.linkedin.com/company/findr-tech,,,,,,,,,,,
linkedin,Senior Consultant SAP AI Development & Gen AI (m/w/d) in München,Deloitte,"Munich, Bavaria, Germany",2026-09-22,https://www.linkedin.com/jobs/view/4339188612 , ,li-4339188612,fulltime,,,,,,True,associate,Consulting and Information Technology,,career@deloitte.de,Business Consulting and Services,https://www.linkedin.com/company/deloitte,,,,,,,,,,,
linkedin,Senior AI Evals Engineer (AI Quality & Safety) - Libra-Legal AI Assistant (m/w/d),Wolters Kluwer,"Berlin, Berlin, Germany",2026-09-22,https://www.linkedin.com/jobs/view/4460060207 , ,li-4460060207,fulltime,,,,,,False,mid-senior level,Quality Assurance,,,Software Development,https://nl.linkedin.com/company/wolters-kluwer,,,,,,,,,,,
linkedin,Data Scientist,Haystack,"Rhineland-Palatinate, Germany",2026-09-22,https://www.linkedin.com/jobs/view/4470244428 , ,li-4470244428,fulltime,,,,,,False,mid-senior level,Information Technology,,,"Technology, Information and Media",https://uk.linkedin.com/company/wearehaystack,,,,,,,,,,,
linkedin,Teamlead AI Engineering - NEURAGym (human),NEURA Robotics,"Aachen, North Rhine-Westphalia, Germany",2026-09-22,https://www.linkedin.com/jobs/view/4449055073 , ,li-4449055073,fulltime,,,,,,False,mid-senior level,Engineering and Information Technology,,,Automation Machinery Manufacturing,https://de.linkedin.com/company/neura-robotics,,,,,,,,,,,
linkedin,"Forward Deployed AI Engineer, Germany & Austria - BCG X",BCG X,"Berlin, Berlin, Germany",2026-09-22,https://www.linkedin.com/jobs/view/4424679619 , ,li-4424679619,fulltime,,,,,,False,mid-senior level,Engineering and Information Technology,,,Business Consulting and Services,https://www.linkedin.com/company/bcg-x,,,,,,,,,,,
linkedin,Senior Consultant SAP AI Development & Gen AI (m/w/d) in Frankfurt (Main),Deloitte,"Frankfurt, Hesse, Germany",2026-09-22,https://www.linkedin.com/jobs/view/4339388361 , ,li-4339388361,fulltime,,,,,,True,associate,Consulting and Information Technology,,career@deloitte.de,Business Consulting and Services,https://www.linkedin.com/company/deloitte,,,,,,,,,,,
linkedin,Forward Deployed Engineer: AI Engineer (f/m/d),Siemens,"Erlangen, Bavaria, Germany",2026-09-22,https://www.linkedin.com/jobs/view/4469037179 , ,li-4469037179,fulltime,,,,,,False,mid-senior level,Information Technology,,,Automation Machinery Manufacturing,https://de.linkedin.com/company/siemens,,,,,,,,,,,
linkedin,AI Solution Engineer (m/w/d),TRILUX,"Cologne, North Rhine-Westphalia, Germany",2026-09-22,https://www.linkedin.com/jobs/view/4469017817 , ,li-4469017817,fulltime,,,,,,False,mid-senior level,Engineering and Information Technology,,,"Appliances, Electrical, and Electronics Manufacturing",https://de.linkedin.com/company/trilux,,,,,,,,,,,
linkedin,Senior Data Scientist (m/f/d),Finmatics,,2026-09-22,https://www.linkedin.com/jobs/view/4468519508 , ,li-4468519508,fulltime,,,,,,True,mid-senior level,Information Technology,,,Consumer Services,https://at.linkedin.com/company/finmaticsgmbh,,,,,,,,,,,
linkedin,Senior Applied Researcher - Search,eBay,,2026-09-22,https://www.linkedin.com/jobs/view/4468913076 , ,li-4468913076,fulltime,,,,,,False,mid-senior level,"Research, Analyst, and Information Technology",,talent@ebay.com,"Technology, Information and Internet",https://www.linkedin.com/company/ebay,,,,,,,,,,,
linkedin,AI Engineer / KI-Entwickler (m/w/d),Finanz Informatik,"Hannover, Lower Saxony, Germany",2026-09-22,https://www.linkedin.com/jobs/view/4460264928 , ,li-4460264928,fulltime,,,,,,False,associate,"Project Management, Information Technology, and Product Management",,,"IT Services and IT Consulting, Banking, and Financial Services",https://de.linkedin.com/company/finanz-informatik,,,,,,,,,,,
linkedin,Senior Spokesperson Data & AI and Siemens Xcelerator (f/m/d),Siemens,"Munich, Bavaria, Germany",2026-09-22,https://www.linkedin.com/jobs/view/4469027291 , ,li-4469027291,fulltime,,,,,,False,mid-senior level,Public Relations,,,Automation Machinery Manufacturing,https://de.linkedin.com/company/siemens,,,,,,,,,,,
linkedin,Junior AI Engineer (m/w/d) – Industrial AI,Lindauer DORNIER GmbH,"Bodensee, Lower Saxony, Germany",2026-09-22,https://www.linkedin.com/jobs/view/4468578212 , ,li-4468578212,fulltime,,,,,,False,mid-senior level,Engineering,,,"Appliances, Electrical, and Electronics Manufacturing",https://de.linkedin.com/company/lindauer-dornier-gmbh,,,,,,,,,,,
linkedin,Senior Generative AI Engineer,IQVIA,"Frankfurt am Main, Hesse, Germany",2026-09-22,https://www.linkedin.com/jobs/view/4470441614 , ,li-4470441614,fulltime,,,,,,False,not applicable,Engineering and Information Technology,,,Hospitals and Health Care,https://www.linkedin.com/company/iqvia,,,,,,,,,,,
linkedin,Principal Scientist - Computational Target Biology(m/f/d),GSK,"Heidelberg, Baden-Württemberg, Germany",2026-09-22,https://www.linkedin.com/jobs/view/4468599386 , ,li-4468599386,fulltime,,,,,,True,mid-senior level,"Research, Science, and Information Technology",,-Recruitment@gsk.com,Pharmaceutical Manufacturing,https://uk.linkedin.com/company/gsk,,,,,,,,,,,
linkedin,Gruppenleitung (m/w/d) Pricing & Modelling in der Aktiven Rückversicherung,R+V Versicherung,"Wiesbaden, Hesse, Germany",2026-09-22,https://www.linkedin.com/jobs/view/4459264865 , ,li-4459264865,fulltime,,,,,,False,director,Other,,,Insurance,https://de.linkedin.com/company/r-v-versicherung,,,,,,,,,,,
linkedin,Referent für die Produktentwicklung und das Aktuariat (w/m/d),Allianz in Deutschland,"Stuttgart, Baden-Württemberg, Germany",2026-09-22,https://www.linkedin.com/jobs/view/4469159041 , ,li-4469159041,fulltime,,,,,,False,mid-senior level,Product Management and Marketing,,-roswitha.maute@allianz.de,Financial Services and Insurance,https://de.linkedin.com/company/allianzindeutschland,,,,,,,,,,,
linkedin,"Forward Deployed AI Engineer, Germany & Austria - BCG X",BCG X,"Hamburg, Hamburg, Germany",2026-09-22,https://www.linkedin.com/jobs/view/4424673717 , ,li-4424673717,fulltime,,,,,,False,mid-senior level,Engineering and Information Technology,,,Business Consulting and Services,https://www.linkedin.com/company/bcg-x,,,,,,,,,,,
linkedin,"Forward Deployed AI Engineer, Germany & Austria - BCG X",BCG X,"Frankfurt, Hesse, Germany",2026-09-22,https://www.linkedin.com/jobs/view/4424684577 , ,li-4424684577,fulltime,,,,,,False,mid-senior level,Engineering and Information Technology,,,Business Consulting and Services,https://www.linkedin.com/company/bcg-x,,,,,,,,,,,
linkedin,"Forward Deployed AI Engineer, Germany & Austria - BCG X",BCG X,"Munich, Bavaria, Germany",2026-09-22,https://www.linkedin.com/jobs/view/4424672727 , ,li-4424672727,fulltime,,,,,,False,mid-senior level,Engineering and Information Technology,,,Business Consulting and Services,https://www.linkedin.com/company/bcg-x,,,,,,,,,,,
linkedin,"Forward Deployed AI Engineer, Germany & Austria - BCG X",BCG X,"Cologne, North Rhine-Westphalia, Germany",2026-09-22,https://www.linkedin.com/jobs/view/4424680585 , ,li-4424680585,fulltime,,,,,,False,mid-senior level,Engineering and Information Technology,,,Business Consulting and Services,https://www.linkedin.com/company/bcg-x,,,,,,,,,,,
linkedin,Senior Spezialist*in Qualitätssteuerung & Analyse,Commerzbank AG,"Quickborn, Schleswig-Holstein, Germany",2026-09-22,https://www.linkedin.com/jobs/view/4469939819 , ,li-4469939819,fulltime,,,,,,False,associate,Consulting,,,"Banking, Financial Services, and Investment Banking",https://de.linkedin.com/company/commerzbank-ag,,,,,,,,,,,
linkedin,Machine Learning Engineer,XpertDirect,"Munich, Bavaria, Germany",2026-09-22,https://www.linkedin.com/jobs/view/4468913203 , ,li-4468913203,fulltime,,,,,,False,mid-senior level,Engineering and Information Technology,,,Software Development and Artificial Intelligence,https://es.linkedin.com/company/xpertdirect,,,,,,,,,,,
