site,title,company,location,date_posted,job_url,job_url_direct,id,job_type,salary_source,interval,min_amount,max_amount,currency,is_remote,job_level,job_function,listing_type,emails,company_industry,company_url,company_url_direct,company_addresses,company_num_employees,company_revenue,company_description,skills,experience_range,company_rating,company_reviews_count,vacancy_count,work_from_home_type
linkedin,Project Manager Internal Projects (all genders),STARFACE GmbH,"Karlsruhe, Baden-Württemberg, Germany",2026-04-23,https://www.linkedin.com/jobs/view/4402865929 , ,li-4402865929,fulltime,,,,,,False,mid-senior level,Project Management and Information Technology,,,Telecommunications,https://de.linkedin.com/company/starface-gmbh,,,,,,,,,,,
linkedin,Working Student - Front & Back Office Assistance,Berlin Bytes,"Berlin, Germany",2026-04-23,https://www.linkedin.com/jobs/view/4403221162 , ,li-4403221162,parttime,,,,,,False,entry level,Administrative,,,"Software Development, IT Services and IT Consulting, and Design Services",https://de.linkedin.com/company/berlin-bytes,,,,,,,,,,,
linkedin,Praktikum Internationales Projektmanagement (m/w/d),Nestlé,"Frankfurt, Hesse, Germany",2026-04-22,https://www.linkedin.com/jobs/view/4394636244 , ,li-4394636244,internship,,,,,,False,associate,Human Resources,,praktikum@de.nestle.com,Food and Beverage Services,https://ch.linkedin.com/company/nestle-s-a-,,,,,,,,,,,
linkedin,Working Student as Assistant Technical Project Manager (d/f/m),Airbus Aircraft,"Buxtehude, Lower Saxony, Germany",2026-04-22,https://www.linkedin.com/jobs/view/4401993430 , ,li-4401993430,volunteer,,,,,,False,internship,Project Management and Information Technology,,emsom@airbus.com,Aviation and Aerospace Component Manufacturing,https://fr.linkedin.com/company/airbus,,,,,,,,,,,
linkedin,Project Management Internship,YAMI Studios,"Berlin, Berlin, Germany",2026-04-22,https://www.linkedin.com/jobs/view/4402425295 , ,li-4402425295,internship,,,,,,False,internship,Other,,,Administrative and Support Services,https://de.linkedin.com/company/yami-studios,,,,,,,,,,,
linkedin,Intern - Project Management,AVATR Global Design Center,"Munich, Bavaria, Germany",2026-04-22,https://www.linkedin.com/jobs/view/4405212697 , ,li-4405212697,internship,,,,,,False,not applicable,Product Management,,,Construction,https://de.linkedin.com/company/avatrdesign,,,,,,,,,,,
linkedin,Construction Operation Intern,Conti Federal Services,"Mainz, Rhineland-Palatinate, Germany",2026-04-22,https://www.linkedin.com/jobs/view/4404998442 , ,li-4404998442,internship,,,,,,False,internship,Engineering,,,Construction,https://www.linkedin.com/company/contifederal,,,,,,,,,,,
linkedin,Internship - Project Management Support (f/m/div),Infineon Technologies,"Munich, Bavaria, Germany",2026-04-22,https://www.linkedin.com/jobs/view/4405218811 , ,li-4405218811,fulltime,,,,,,False,internship,Project Management and Information Technology,,,"Semiconductor Manufacturing, Appliances, Electrical, and Electronics Manufacturing, and Computer Hardware Manufacturing",https://de.linkedin.com/company/infineon-technologies,,,,,,,,,,,
linkedin,Technischer Projektleiter (m/w/d) Vertrieb & Abwicklung Small Service International,ANDRITZ,"Ravensburg, Baden-Württemberg, Germany",2026-04-22,https://www.linkedin.com/jobs/view/4404994241 , ,li-4404994241,fulltime,,,,,,False,mid-senior level,Distribution,,,Industrial Machinery Manufacturing and Renewable Energy Semiconductor Manufacturing,https://at.linkedin.com/company/andritz,,,,,,,,,,,
linkedin,Working Student Global Project Management Office (m/f/d),IFCO SYSTEMS,"Munich, Bavaria, Germany",2026-04-21,https://www.linkedin.com/jobs/view/4393537115 , ,li-4393537115,parttime,,,,,,False,internship,Education and Training,,,"Transportation, Logistics, Supply Chain and Storage",https://de.linkedin.com/company/ifco-systems,,,,,,,,,,,
linkedin,International Semi - finished Steel Parts Trader,Redstone Search Group,,2026-04-21,https://www.linkedin.com/jobs/view/4404536800 , ,li-4404536800,fulltime,,,,,,False,associate,Supply Chain and Sales,,,International Trade and Development and Wholesale Metals and Minerals,https://uk.linkedin.com/company/redstone-search,,,,,,,,,,,
linkedin,"Engineering Project Manager, Global Engineering Services International",Amazon,"Munich, Bavaria, Germany",2026-04-20,https://www.linkedin.com/jobs/view/4404335174 , ,li-4404335174,fulltime,,,,,,False,mid-senior level,"Project Management, Management, and Product Management",,,Software Development,https://www.linkedin.com/company/amazon,,,,,,,,,,,
linkedin,Praktikum - Projektleitung Fertigungsplanung Karosseriebau (w/m/d),AUDI AG,"Neckarsulm, Baden-Württemberg, Germany",2026-04-20,https://www.linkedin.com/jobs/view/4401645143 , ,li-4401645143,fulltime,,,,,,False,internship,Project Management and Information Technology,,,Motor Vehicle Manufacturing,https://de.linkedin.com/company/audi-ag,,,,,,,,,,,
linkedin,Werkstudent (m/w/d) Project Management – Digital Projects,CargoBeamer,"Leipzig, Saxony, Germany",2026-04-20,https://www.linkedin.com/jobs/view/4401615529 , ,li-4401615529,parttime,,,,,,False,entry level,Project Management and Information Technology,,,Business Consulting and Services,https://de.linkedin.com/company/cargobeamer-ag,,,,,,,,,,,
linkedin,Working Student (m/f/d) Product Management,Publicis Media Germany,"Berlin, Germany",2026-04-20,https://www.linkedin.com/jobs/view/4324529002 , ,li-4324529002,parttime,,,,,,True,entry level,"Advertising, Information Technology, and Product Management",,,Marketing Services and Advertising Services,https://de.linkedin.com/company/publicis-media-germany,,,,,,,,,,,
