site,title,company,location,date_posted,job_url,job_url_direct,id,job_type,salary_source,interval,min_amount,max_amount,currency,is_remote,job_level,job_function,listing_type,emails,company_industry,company_url,company_url_direct,company_addresses,company_num_employees,company_revenue,company_description,skills,experience_range,company_rating,company_reviews_count,vacancy_count,work_from_home_type
linkedin,Project Manager,GH Engage,"Munich, Bavaria, Germany",2026-07-14,https://www.linkedin.com/jobs/view/4428875207 , ,li-4428875207,fulltime,,,,,,False,mid-senior level,Project Management and Consulting,,kate.dundon@ghengage.com,"Construction, Building Construction, and HVAC and Refrigeration Equipment Manufacturing",https://uk.linkedin.com/company/gh-engage,,,,,,,,,,,
linkedin,Senior Project Manager - DTC Technology & Platform Rollouts,PUMA Group,"Herzogenaurach, Bavaria, Germany",2026-07-14,https://www.linkedin.com/jobs/view/4422100031 , ,li-4422100031,fulltime,,,,,,False,mid-senior level,Project Management and Information Technology,,,Retail,https://de.linkedin.com/company/puma,,,,,,,,,,,
linkedin,Lead of Connected Support (m/w/d),WIRTGEN GROUP,"Windhagen, Rhineland-Palatinate, Germany",2026-07-14,https://www.linkedin.com/jobs/view/4405460183 , ,li-4405460183,fulltime,,,,,,False,mid-senior level,Other,,,Machinery Manufacturing,https://de.linkedin.com/company/wirtgen-group,,,,,,,,,,,
linkedin,CSA Package Manager,Mercury,"Munich, Bavaria, Germany",2026-07-14,https://www.linkedin.com/jobs/view/4403333754 , ,li-4403333754,fulltime,,,,,,False,mid-senior level,Other,,,Construction,https://ie.linkedin.com/company/mercury-engineering,,,,,,,,,,,
linkedin,Construction Verification Lead,"Murphy Geospatial, a Woolpert Company","Dresden, Saxony, Germany",2026-07-14,https://www.linkedin.com/jobs/view/4440528215 , ,li-4440528215,fulltime,,,,,,False,mid-senior level,"Engineering, Project Management, and Consulting",,MGS.talentteam@woolpert.com,"Construction, Civil Engineering, and Surveying and Mapping Services",https://ie.linkedin.com/company/murphy-geospatial,,,,,,,,,,,
linkedin,Senior Principal Product Manager – Client Foundations Core Capabilities (all genders),Zalando,"Berlin, Germany",2026-07-14,https://www.linkedin.com/jobs/view/4432215664 , ,li-4432215664,fulltime,,,,,,False,mid-senior level,Product Management and Marketing,,,"Technology, Information and Internet, Retail, and IT Services and IT Consulting",https://de.linkedin.com/company/zalando,,,,,,,,,,,
linkedin,Produktmanager (m/w/d),Reiser Simulation and Training GmbH,"Berg, Bavaria, Germany",2026-07-14,https://www.linkedin.com/jobs/view/4440544133 , ,li-4440544133,fulltime,,,,,,False,mid-senior level,Marketing,,,Aviation and Aerospace Component Manufacturing,https://de.linkedin.com/company/reiser-simulation-and-training,,,,,,,,,,,
linkedin,(Senior) Product Development Manager (gn) - VMS More,The Quality Group,"Hamburg, Germany",2026-07-14,https://www.linkedin.com/jobs/view/4422448413 , ,li-4422448413,fulltime,,,,,,False,mid-senior level,Product Management and Marketing,,,Wellness and Fitness Services,https://de.linkedin.com/company/thequalitygroup,,,,,,,,,,,
linkedin,Produktmanager Wasserstoff / Product Manager Hydrogen,RCT GH Hydrogen,"Constance, Baden-Württemberg, Germany",2026-07-14,https://www.linkedin.com/jobs/view/4437638672 , ,li-4437638672,fulltime,,,,,,False,mid-senior level,Sales,,,Renewable Energy Semiconductor Manufacturing,https://de.linkedin.com/company/rct-hydrogen-gmbh,,,,,,,,,,,
linkedin,Product Owner / App Manager m/w/d,prettyTELCO,"Reken, North Rhine-Westphalia, Germany",2026-07-14,https://www.linkedin.com/jobs/view/4437663356 , ,li-4437663356,fulltime,,,,,,False,entry level,Project Management,,,Staffing and Recruiting,https://de.linkedin.com/company/prettytelco,,,,,,,,,,,
