site,title,company,location,date_posted,job_url,job_url_direct,id,job_type,salary_source,interval,min_amount,max_amount,currency,is_remote,job_level,job_function,listing_type,emails,company_industry,company_url,company_url_direct,company_addresses,company_num_employees,company_revenue,company_description,skills,experience_range,company_rating,company_reviews_count,vacancy_count,work_from_home_type
linkedin,Embedded Software Engineer,ASAP Staffing Ltd,,2026-07-16,https://www.linkedin.com/jobs/view/4440680618 , ,li-4440680618,fulltime,,,,,,True,mid-senior level,Engineering,,,Computer Hardware Manufacturing,https://uk.linkedin.com/company/a-sap-staffing-ltd,,,,,,,,,,,
linkedin,Hardware Validation Engineer – Accelerator Boards,OPENCHIP & SOFTWARE TECHNOLOGIES,"Karlsruhe, Baden-Württemberg, Germany",2026-07-16,https://www.linkedin.com/jobs/view/4329935795 , ,li-4329935795,fulltime,,,,,,False,mid-senior level,Quality Assurance,,,Software Development,https://es.linkedin.com/company/openchip-software-technologies,,,,,,,,,,,
linkedin,Hardwareentwickler High-Speed-Designs (m/w/d),Akkodis,"Böblingen, Baden-Württemberg, Germany",2026-07-16,https://www.linkedin.com/jobs/view/4441493096 , ,li-4441493096,fulltime,,,,,,False,mid-senior level,Engineering,,Ekaterina.Bakhareva@akkodis.com,Manufacturing,https://www.linkedin.com/company/akkodis,,,,,,,,,,,
linkedin,Radio Frequency Integrated Circuit (RFIC) Design Engineer,Nokia,"Nuremberg, Bavaria, Germany",2026-07-16,https://www.linkedin.com/jobs/view/4402857997 , ,li-4402857997,fulltime,,,,,,False,not applicable,Engineering and Information Technology,,,IT Services and IT Consulting and Telecommunications,https://fi.linkedin.com/company/nokia,,,,,,,,,,,
linkedin,AIT Electrical Engineer (all gender),ALTEN Germany,"Friedrichshafen, Baden-Württemberg, Germany",2026-07-16,https://www.linkedin.com/jobs/view/4417132485 , ,li-4417132485,fulltime,,,,,,False,executive,Information Technology,,,Aviation and Aerospace Component Manufacturing,https://de.linkedin.com/company/altengermany,,,,,,,,,,,
linkedin,Systems & Electrical Engineer - Human Spaceflight & Microgravity (m/f/d),OHB SE,,2026-07-16,https://www.linkedin.com/jobs/view/4438478978 , ,li-4438478978,fulltime,,,,,,False,not applicable,Engineering,,,Defense and Space Manufacturing and Aviation and Aerospace Component Manufacturing,https://de.linkedin.com/company/ohb-se,,,,,,,,,,,
linkedin,Structure Design Engineer | Hamburg,Infosys,"Hamburg, Hamburg, Germany",2026-07-16,https://www.linkedin.com/jobs/view/4430212049 , ,li-4430212049,fulltime,,,,,,False,mid-senior level,Engineering and Information Technology,,,IT Services and IT Consulting,https://in.linkedin.com/company/infosys,,,,,,,,,,,
linkedin,CFD Engineer — AI Task Designer (OpenFOAM),Alignerr,"Munich, Bavaria, Germany",2026-07-16,https://www.linkedin.com/jobs/view/4441298926 , ,li-4441298926,contract,,,,,,True,entry level,Engineering and Information Technology,,,"Technology, Information and Internet",https://www.linkedin.com/company/alignerr,,,,,,,,,,,
linkedin,Noise Cancellation Algorithm Developer,Bose Corporation,"Stuttgart, Baden-Württemberg, Germany",2026-07-16,https://www.linkedin.com/jobs/view/4426421299 , ,li-4426421299,fulltime,,,,,,False,mid-senior level,Engineering and Information Technology,,,Computers and Electronics Manufacturing,https://www.linkedin.com/company/bose-corporation,,,,,,,,,,,
linkedin,CQV & CSV Engineering Opportunities – Germany,KPC International,"Frankfurt, Hesse, Germany",2026-07-16,https://www.linkedin.com/jobs/view/4225886744 , ,li-4225886744,fulltime,,,,,,False,not applicable,Engineering and Information Technology,,,Pharmaceutical Manufacturing,https://ie.linkedin.com/company/kpc-international,,,,,,,,,,,
