site,title,company,location,date_posted,job_url,job_url_direct,id,job_type,salary_source,interval,min_amount,max_amount,currency,is_remote,job_level,job_function,listing_type,emails,company_industry,company_url,company_url_direct,company_addresses,company_num_employees,company_revenue,company_description,skills,experience_range,company_rating,company_reviews_count,vacancy_count,work_from_home_type
linkedin,"Embedded Software Engineer - C, Python, STM32 - €85,000",Findr,"Ravensburg, Baden-Württemberg, Germany",2026-07-01,https://www.linkedin.com/jobs/view/4435808294 , ,li-4435808294,fulltime,,,,,,False,mid-senior level,"Engineering, Information Technology, and Analyst",,,"Software Development, Industrial Machinery Manufacturing, and Computer Hardware Manufacturing",https://de.linkedin.com/company/findr-tech,,,,,,,,,,,
linkedin,Electrical Engineer,Darwin Recruitment,"Mannheim, Baden-Württemberg, Germany",2026-07-01,https://www.linkedin.com/jobs/view/4435836264 , ,li-4435836264,fulltime,,,,,,False,not applicable,Engineering,,,Services for Renewable Energy,https://uk.linkedin.com/company/darwin-recruitment-3,,,,,,,,,,,
linkedin,"Sr. Electrical Engineer, EU AMZL Sustainability Engineering",Amazon,"Munich, Bavaria, Germany",2026-07-01,https://www.linkedin.com/jobs/view/4426373875 , ,li-4426373875,fulltime,,,,,,False,mid-senior level,Manufacturing and Engineering,,,Software Development,https://www.linkedin.com/company/amazon,,,,,,,,,,,
linkedin,Technical Consultant (m/w/d),pei tel Communications GmbH,"Osnabrück, Lower Saxony, Germany",2026-07-01,https://www.linkedin.com/jobs/view/4432343796 , ,li-4432343796,fulltime,,,,,,True,not applicable,Information Technology,,jobs@peitel.com,Communications Equipment Manufacturing,https://de.linkedin.com/company/pei-tel-communications-gmbh,,,,,,,,,,,
linkedin,System Safety Ingenieur mit Schwerpunkt Maschinenverordnung und Cyber Resilience Act (m/w/d),SIEB & MEYER AG,"Lunenburg, Lower Saxony, Germany",2026-07-01,https://www.linkedin.com/jobs/view/4435372855 , ,li-4435372855,fulltime,,,,,,False,mid-senior level,Information Technology,,,"Appliances, Electrical, and Electronics Manufacturing",https://de.linkedin.com/company/sieb-&-meyer-ag,,,,,,,,,,,
linkedin,Senior GNSS Algorithms Engineer,u-blox,"Hannover, Lower Saxony, Germany",2026-07-01,https://www.linkedin.com/jobs/view/4410560448 , ,li-4410560448,fulltime,,,,,,False,associate,Information Technology,,,Semiconductor Manufacturing,https://ch.linkedin.com/company/u-blox,,,,,,,,,,,
linkedin,Engineer Defence Naval Systems (m/w/d),P3,"Stuttgart, Baden-Württemberg, Germany",2026-07-01,https://www.linkedin.com/jobs/view/4434644292 , ,li-4434644292,fulltime,,,,,,False,mid-senior level,Information Technology,,,Business Consulting and Services,https://de.linkedin.com/company/p3,,,,,,,,,,,
linkedin,IoT Platform Engineer - Energy Systems (f/m/d),FION Energy,"Berlin, Berlin, Germany",2026-07-01,https://www.linkedin.com/jobs/view/4432753337 , ,li-4432753337,fulltime,,,,,,True,associate,Information Technology,,,Renewable Energy Semiconductor Manufacturing,https://de.linkedin.com/company/fion-energy,,,,,,,,,,,
linkedin,Senior Functional Safety Engineer/Safety Systems Engineer (AMR/AGV),Navflex Inc,,2026-07-01,https://www.linkedin.com/jobs/view/4434640279 , ,li-4434640279,fulltime,,,,,,False,mid-senior level,Management and Manufacturing,,,"Transportation, Logistics, Supply Chain and Storage",https://www.linkedin.com/company/navflex,,,,,,,,,,,
linkedin,Embedded Software Engineer (m/w/d) Feuerwehrausrüstung,Dräger,"Lübeck, Schleswig-Holstein, Germany",2026-07-01,https://www.linkedin.com/jobs/view/4420711468 , ,li-4420711468,fulltime,,,,,,False,entry level,Engineering and Information Technology,,"celina.radmer@draeger.com, celina.radmer@draeger.com",Manufacturing,https://de.linkedin.com/company/draeger,,,,,,,,,,,
linkedin,C++ Software Engineer (m/f/d),Canon Production Printing,"Poing, Bavaria, Germany",2026-07-01,https://www.linkedin.com/jobs/view/4435837130 , ,li-4435837130,fulltime,,,,,,False,entry level,Engineering and Information Technology,,korbinian.huber@cpp.canon,Printing Services,https://nl.linkedin.com/company/canon-production-printing,,,,,,,,,,,
linkedin,Expert Perception Data Engineer (m/f/d),driveblocks,"Munich, Bavaria, Germany",2026-07-01,https://www.linkedin.com/jobs/view/4435550233 , ,li-4435550233,fulltime,,,,,,False,associate,Information Technology,,,Software Development,https://de.linkedin.com/company/driveblocks,,,,,,,,,,,
linkedin,Softwareingenieur:in,AKmira optronics GmbH,"Potsdam, Brandenburg, Germany",2026-07-01,https://www.linkedin.com/jobs/view/4432340115 , ,li-4432340115,fulltime,,,,,,False,associate,Engineering,,,Medical Equipment Manufacturing,https://de.linkedin.com/company/akmira-optronics-gmbh,,,,,,,,,,,
linkedin,Entwicklungsingenieur Kommunikationssysteme (m/w/d),ORANGE Engineering GmbH & Co. KG,"Bremen, Bremen, Germany",2026-07-01,https://www.linkedin.com/jobs/view/4435568457 , ,li-4435568457,fulltime,,,,,,False,entry level,Engineering and Information Technology,,,Machinery Manufacturing,https://de.linkedin.com/company/orange-engineering-gmbh,,,,,,,,,,,
linkedin,"Junior Acoustic Engineer, Pro Audio (m/w/d)",Adam Hall Group,"Neu-Anspach, Hesse, Germany",2026-07-01,https://www.linkedin.com/jobs/view/4422761084 , ,li-4422761084,fulltime,,,,,,False,entry level,Engineering and Information Technology,,,Electrical Equipment Manufacturing,https://de.linkedin.com/company/adam-hall-group,,,,,,,,,,,
linkedin,Quantum Error Correction Engineer,IQM Quantum Computers,"Munich, Bavaria, Germany",2026-07-01,https://www.linkedin.com/jobs/view/4386356572 , ,li-4386356572,fulltime,,,,,,False,mid-senior level,Engineering and Information Technology,,,Computer Hardware Manufacturing,https://fi.linkedin.com/company/iqm-quantum-computers,,,,,,,,,,,
linkedin,Machine Learning Engineer,Rise Technical,"Fürstenau, Lower Saxony, Germany",2026-07-01,https://www.linkedin.com/jobs/view/4432354016 , ,li-4432354016,fulltime,,,,,,False,associate,"Design, Information Technology, and Engineering",,,"Industrial Machinery Manufacturing, Machinery Manufacturing, and Packaging and Containers Manufacturing",https://uk.linkedin.com/company/rise-technical-recruitment-ltd,,,,,,,,,,,
linkedin,Subsystems Engineer (m/f/d) – Radar,OHB SE,"Bremen, Bremen, Germany",2026-07-01,https://www.linkedin.com/jobs/view/4435538351 , ,li-4435538351,fulltime,,,,,,False,not applicable,Engineering,,,Defense and Space Manufacturing,https://de.linkedin.com/company/ohb-se,,,,,,,,,,,
linkedin,Control Engineer (d/f/m),Ottobock,"Duderstadt, Lower Saxony, Germany",2026-07-01,https://www.linkedin.com/jobs/view/4434750531 , ,li-4434750531,fulltime,,,,,,True,mid-senior level,Engineering and Information Technology,,,Medical Equipment Manufacturing,https://de.linkedin.com/company/ottobock,,,,,,,,,,,
