site,title,company,location,date_posted,job_url,job_url_direct,id,job_type,salary_source,interval,min_amount,max_amount,currency,is_remote,job_level,job_function,listing_type,emails,company_industry,company_url,company_url_direct,company_addresses,company_num_employees,company_revenue,company_description,skills,experience_range,company_rating,company_reviews_count,vacancy_count,work_from_home_type
linkedin,Embedded Software Engineer,SpaceTech International,"Bremen, Germany",2026-06-03,https://www.linkedin.com/jobs/view/4419677300 , ,li-4419677300,fulltime,,,,,,False,mid-senior level,Engineering and Information Technology,,,"Defense and Space Manufacturing, Space Research and Technology, and Software Development",https://uk.linkedin.com/company/spacetech-international,,,,,,,,,,,
linkedin,"Dynamics, System Identification & Estimation Engineer - PLA (human)",NEURA Robotics,"Metzingen, Baden-Württemberg, Germany",2026-06-03,https://www.linkedin.com/jobs/view/4422956447 , ,li-4422956447,fulltime,,,,,,False,mid-senior level,Management and Manufacturing,,,Automation Machinery Manufacturing,https://de.linkedin.com/company/neura-robotics,,,,,,,,,,,
linkedin,Antenna Design Engineer,Amphenol,"Frankfurt, Hesse, Germany",2026-06-03,https://www.linkedin.com/jobs/view/4296794814 , ,li-4296794814,fulltime,,,,,,False,associate,Engineering,,lauren.devine@amphenolmcp.com,"Appliances, Electrical, and Electronics Manufacturing",https://www.linkedin.com/company/amphenol,,,,,,,,,,,
linkedin,Design Engineer,Mercury,"Dresden, Saxony, Germany",2026-06-03,https://www.linkedin.com/jobs/view/4320062225 , ,li-4320062225,fulltime,,,,,,False,mid-senior level,Engineering and Information Technology,,,Construction,https://ie.linkedin.com/company/mercury-engineering,,,,,,,,,,,
linkedin,Hardware Validation Engineer – Accelerator Boards,OPENCHIP & SOFTWARE TECHNOLOGIES,"Karlsruhe, Baden-Württemberg, Germany",2026-06-03,https://www.linkedin.com/jobs/view/4329935795 , ,li-4329935795,fulltime,,,,,,False,mid-senior level,Quality Assurance,,,Software Development,https://es.linkedin.com/company/openchip-software-technologies,,,,,,,,,,,
linkedin,Hardware Entwickler (w/m/d) für Komponenten in HVDC-Umrichtern,Siemens Energy,"Nuremberg, Bavaria, Germany",2026-06-03,https://www.linkedin.com/jobs/view/4424242140 , ,li-4424242140,fulltime,,,,,,True,associate,Engineering,,,"Appliances, Electrical, and Electronics Manufacturing",https://www.linkedin.com/company/siemens-energy,,,,,,,,,,,
linkedin,Principal Engineer (m/f/d) Composite Design,TOYOTA RACING,"Cologne, North Rhine-Westphalia, Germany",2026-06-03,https://www.linkedin.com/jobs/view/4380905296 , ,li-4380905296,fulltime,,,,,,False,mid-senior level,Engineering and Information Technology,,,Motor Vehicle Manufacturing,https://de.linkedin.com/company/toyota-racing,,,,,,,,,,,
linkedin,Embedded Software Developer for AUDIO (f/m/x),Impulse Audio Lab,"Munich, Bavaria, Germany",2026-06-03,https://www.linkedin.com/jobs/view/4412281976 , ,li-4412281976,fulltime,,,,,,True,mid-senior level,Engineering and Information Technology,,,Design Services,https://de.linkedin.com/company/impulse-audio-lab,,,,,,,,,,,
linkedin,AI Automation Consultant - Düsseldorf (Based or Weekly Travel To),Maisa,,2026-06-03,https://www.linkedin.com/jobs/view/4424209200 , ,li-4424209200,fulltime,,,,,,True,entry level,Engineering and Information Technology,,,Software Development,https://www.linkedin.com/company/maisa-agentic-process-automation,,,,,,,,,,,
linkedin,Software Developer (m/w/d) Defence,FERCHAU,"Ulm, Baden-Württemberg, Germany",2026-06-03,https://www.linkedin.com/jobs/view/4374082710 , ,li-4374082710,fulltime,,,,,,False,entry level,Engineering and Information Technology,,aviation.muc@ferchau.com,Engineering Services,https://de.linkedin.com/company/ferchau,,,,,,,,,,,
linkedin,Service Engineer (m/w/d) mit System Engineering Background,Rohde & Schwarz,"Haiger, Hesse, Germany",2026-06-03,https://www.linkedin.com/jobs/view/4376727030 , ,li-4376727030,fulltime,,,,,,False,not applicable,Information Technology,,,Telecommunications,https://de.linkedin.com/company/rohde-schwarz,,,,,,,,,,,
linkedin,Forward Deployed Engineer (f/m/d),Certivity,"Munich, Bavaria, Germany",2026-06-03,https://www.linkedin.com/jobs/view/4416581134 , ,li-4416581134,fulltime,,,,,,True,mid-senior level,Production,,,Software Development,https://de.linkedin.com/company/certivity,,,,,,,,,,,
linkedin,Reinforcement Learning Research Scientist for Dexterous Manipulation (Mensch),NEURA Robotics,"Metzingen, Baden-Württemberg, Germany",2026-06-03,https://www.linkedin.com/jobs/view/4422953502 , ,li-4422953502,fulltime,,,,,,False,mid-senior level,Other,,,Automation Machinery Manufacturing,https://de.linkedin.com/company/neura-robotics,,,,,,,,,,,
linkedin,System Engineer (Mensch),NEURA Robotics,"Metzingen, Baden-Württemberg, Germany",2026-06-03,https://www.linkedin.com/jobs/view/4422961338 , ,li-4422961338,fulltime,,,,,,False,mid-senior level,Information Technology,,,Automation Machinery Manufacturing,https://de.linkedin.com/company/neura-robotics,,,,,,,,,,,
linkedin,Quantum Software Engineer - Qrisp,IQM Quantum Computers,"Munich, Bavaria, Germany",2026-06-03,https://www.linkedin.com/jobs/view/4404810615 , ,li-4404810615,fulltime,,,,,,False,mid-senior level,Engineering and Information Technology,,,Computer Hardware Manufacturing,https://fi.linkedin.com/company/iqm-quantum-computers,,,,,,,,,,,
linkedin,C++ Entwickler (m/w/d) - Einstieg nach dem Studium,Computer Futures,"Cologne, North Rhine-Westphalia, Germany",2026-06-03,https://www.linkedin.com/jobs/view/4422907232 , ,li-4422907232,fulltime,,,,,,False,not applicable,Information Technology,,,Software Development,https://uk.linkedin.com/company/computerfutures,,,,,,,,,,,
linkedin,Applied Machine Learning Scientist,StackAdapt,,2026-06-03,https://www.linkedin.com/jobs/view/4414213480 , ,li-4414213480,fulltime,,,,,,True,mid-senior level,Other,,,"Technology, Information and Internet",https://ca.linkedin.com/company/stackadapt,,,,,,,,,,,
linkedin,Software Engineer I Algorithmic Trading,Vattenfall,"Hamburg, Hamburg, Germany",2026-06-03,https://www.linkedin.com/jobs/view/4424231238 , ,li-4424231238,fulltime,,,,,,False,entry level,Engineering and Information Technology,,,Utilities,https://se.linkedin.com/company/vattenfall,,,,,,,,,,,
