site,title,company,location,date_posted,job_url,job_url_direct,id,job_type,salary_source,interval,min_amount,max_amount,currency,is_remote,job_level,job_function,listing_type,emails,company_industry,company_url,company_url_direct,company_addresses,company_num_employees,company_revenue,company_description,skills,experience_range,company_rating,company_reviews_count,vacancy_count,work_from_home_type
linkedin,Abschlussarbeit (Bachelor/Master) – Motor Control (m/w/d),OECHSLER,"Ansbach, Bavaria, Germany",2026-08-30,https://www.linkedin.com/jobs/view/4460053042 , ,li-4460053042,fulltime,,,,,,False,internship,Management and Manufacturing,,,Plastics Manufacturing,https://de.linkedin.com/company/oechsler-ag-ansbach,,,,,,,,,,,
linkedin,Abschlussarbeit Versuch (m/w/d) Injektoren für Power-to-X Kraftstoffe,"Woodward, Inc.","Stuttgart, Baden-Württemberg, Germany",2026-08-30,https://www.linkedin.com/jobs/view/4410618455 , ,li-4410618455,fulltime,,,,,,False,internship,Other,,,Manufacturing,https://www.linkedin.com/company/woodwardinc,,,,,,,,,,,
linkedin,"Praktikum (w/m/d) in der Vorentwicklung
Elektronik",AL-KO Vehicle Technology Group,"Kötz, Bavaria, Germany",2026-08-29,https://www.linkedin.com/jobs/view/4458481166 , ,li-4458481166,fulltime,,,,,,False,internship,Engineering and Information Technology,,,Industrial Machinery Manufacturing,https://de.linkedin.com/company/al-ko-vehicle-technology,,,,,,,,,,,
linkedin,Studentisches Praktikum / Abschlussarbeit - Ballistische Platten aus Verbundwerkstoffen - 2026,F.S. Fehrer Automotive GmbH,"Kitzingen, Bavaria, Germany",2026-08-28,https://www.linkedin.com/jobs/view/4460313665 , ,li-4460313665,fulltime,,,,,,False,internship,Education and Training,,,Motor Vehicle Manufacturing,https://de.linkedin.com/company/f.s.-fehrer-automotive-gmbh,,,,,,,,,,,
linkedin,Werkstudent (m/w/d) Produktentwicklung,Crown Gabelstapler GmbH & Co. KG - Deutschland,"Feldkirchen, Bavaria, Germany",2026-08-28,https://www.linkedin.com/jobs/view/4458063454 , ,li-4458063454,parttime,,,,,,False,entry level,Engineering,,,Machinery Manufacturing,https://de.linkedin.com/company/crown-gabelstapler-gmbh-&-co-kg,,,,,,,,,,,
linkedin,Vehicle Testing Engineer Intern (Freiwilliges Praktikum),UBIQUITY SERVICE,"Brunswick, Lower Saxony, Germany",2026-08-28,https://www.linkedin.com/jobs/view/4459428681 , ,li-4459428681,fulltime,,,,,,False,not applicable,Engineering and Information Technology,,,IT Services and IT Consulting,https://pl.linkedin.com/company/ubiquity-service-sp%C3%B3%C5%82ka-z-ograniczon%C4%85-odpowiedzialno%C5%9Bci%C4%85,,,,,,,,,,,
linkedin,Werkstudent Konstruktion und Fahrzeugtechnik (m/w/d),Rheinmetall,"Düsseldorf, North Rhine-Westphalia, Germany",2026-08-27,https://www.linkedin.com/jobs/view/4457760004 , ,li-4457760004,parttime,,,,,,False,internship,Administrative,,,Defense and Space Manufacturing,https://de.linkedin.com/company/rheinmetall,,,,,,,,,,,
linkedin,Praktikant / Werkstudent (m/w/d) im Bereich Entwicklung - Brennstoffzelle (ab September 2026),Dana Incorporated,"Neu Ulm, Bavaria, Germany",2026-08-27,https://www.linkedin.com/jobs/view/4404362593 , ,li-4404362593,fulltime,,,,,,False,internship,Administrative,,,Motor Vehicle Manufacturing,https://www.linkedin.com/company/dana-incorporated,,,,,,,,,,,
linkedin,Praktikum (m/w/d) im Bereich Forschung; Entwicklung; Konstruktion - Start: flexibel,Voith Paper,"Heidenheim an der Brenz, Baden-Württemberg, Germany",2026-08-26,https://www.linkedin.com/jobs/view/4459180338 , ,li-4459180338,fulltime,,,,,,False,internship,Education and Training,,,Machinery Manufacturing,https://de.linkedin.com/company/voith-paper,,,,,,,,,,,
linkedin,Praktikum (m/w/d) – Konstruktion und Analyse mechanischer Systeme,ABB,"Mannheim, Baden-Württemberg, Germany",2026-08-26,https://www.linkedin.com/jobs/view/4439852590 , ,li-4439852590,fulltime,,,,,,False,internship,"Research, Analyst, and Information Technology",,,Automation Machinery Manufacturing,https://ch.linkedin.com/company/abb,,,,,,,,,,,
linkedin,Internship - Test Stand Development for Tire Manufacturing (m/f/d) - REF98008V,Continental,"Hannover, Lower Saxony, Germany",2026-08-26,https://www.linkedin.com/jobs/view/4455298696 , ,li-4455298696,fulltime,,,,,,True,internship,Other,,,Automotive,https://de.linkedin.com/company/continental,,,,,,,,,,,
linkedin,Werkstudent Engineering / Instandhaltung von Schienenfahrzeugen (w/m/d),Transdev GmbH,"Dorsten, North Rhine-Westphalia, Germany",2026-08-26,https://www.linkedin.com/jobs/view/4457263998 , ,li-4457263998,fulltime,,,,,,False,internship,Production and Other,,Katrin.Sulz@transdev.de,Truck Transportation,https://de.linkedin.com/company/transdev-gmbh,,,,,,,,,,,
linkedin,"Bachelor's or Master's thesis in the field of mechanical engineering, aerospace engineering, etc.",German Aerospace Center (DLR),"Oberpfaffenhofen, Bavaria, Germany",2026-08-25,https://www.linkedin.com/jobs/view/4458220238 , ,li-4458220238,fulltime,,,,,,False,internship,Other,,,Research Services,https://de.linkedin.com/company/dlr,,,,,,,,,,,
linkedin,"Praktikum Karosserieentwicklung: Verglasungs-, Verdeck- & Wischersysteme mit Schwerpunkt Funktion & Mechatronik",Porsche AG,"Weissach, Baden-Württemberg, Germany",2026-08-25,https://www.linkedin.com/jobs/view/4437261147 , ,li-4437261147,fulltime,,,,,,False,internship,Engineering and Information Technology,,,Motor Vehicle Manufacturing,https://de.linkedin.com/company/porsche-ag,,,,,,,,,,,
linkedin,Intern (f/m/d) Aerodynamics,Rocket Factory Augsburg - RFA,"Augsburg, Bavaria, Germany",2026-08-25,https://www.linkedin.com/jobs/view/4457620884 , ,li-4457620884,internship,,,,,,False,internship,Education and Training,,,Aviation and Aerospace Component Manufacturing,https://de.linkedin.com/company/rfa-space,,,,,,,,,,,
linkedin,Werkstudent im Bereich Mechanische Simulation (w/m/div.),Bosch,"Reutlingen, Baden-Württemberg, Germany",2026-08-25,https://www.linkedin.com/jobs/view/4457604544 , ,li-4457604544,parttime,,,,,,False,not applicable,Other,,,Automotive,https://de.linkedin.com/company/bosch,,,,,,,,,,,
linkedin,Werkstudent Entwicklung elektrische Antriebsmaschinen (w/m/x),BMW Group,"Munich, Bavaria, Germany",,https://www.linkedin.com/jobs/view/4449560073 , ,li-4449560073,internship,,,,,,False,internship,Administrative,,,Motor Vehicle Manufacturing,https://de.linkedin.com/company/bmw-group,,,,,,,,,,,
linkedin,Abschlussarbeit (m/w/d) im Versuch Getriebe / Bremse / Druckluftbeschaffung (SoSe 2027),Fendt,"Marktoberdorf, Bavaria, Germany",,https://www.linkedin.com/jobs/view/4460032447 , ,li-4460032447,fulltime,,,,,,False,entry level,Other,,,Machinery Manufacturing and Farming,https://de.linkedin.com/company/fendt,,,,,,,,,,,
linkedin,Internship -  Maritime Structural Analyses,DNV,"Hamburg, Hamburg, Germany",,https://www.linkedin.com/jobs/view/4459205193 , ,li-4459205193,volunteer,,,,,,False,not applicable,Education and Training,,,Public Safety,https://no.linkedin.com/company/dnv,,,,,,,,,,,
linkedin,Praktikum experimentelle Bauteilprüfungen Motorsägen und Trennschleifer,STIHL,"Waiblingen, Baden-Württemberg, Germany",,https://www.linkedin.com/jobs/view/4461098120 , ,li-4461098120,fulltime,,,,,,False,entry level,Education and Training,,,Machinery Manufacturing,https://de.linkedin.com/company/stihl,,,,,,,,,,,
