site,title,company,location,date_posted,job_url,job_url_direct,id,job_type,salary_source,interval,min_amount,max_amount,currency,is_remote,job_level,job_function,listing_type,emails,company_industry,company_url,company_url_direct,company_addresses,company_num_employees,company_revenue,company_description,skills,experience_range,company_rating,company_reviews_count,vacancy_count,work_from_home_type
linkedin,Design Engineer,Thrive IT Systems,"Jena, Thuringia, Germany",2026-07-09,https://www.linkedin.com/jobs/view/4438599094 , ,li-4438599094,fulltime,,,,,,False,associate,Design,,shikharsharma@thriveitsystems.com,Magnetic and Optical Media Manufacturing and IT Services and IT Consulting,https://uk.linkedin.com/company/thrive-it-systems-ltd,,,,,,,,,,,
linkedin,Entwicklungsingenieur (m/w/d) Automotive,FERCHAU,"Karlsruhe, Baden-Württemberg, Germany",2026-07-09,https://www.linkedin.com/jobs/view/4438572807 , ,li-4438572807,fulltime,,,,,,False,entry level,Engineering and Information Technology,,-mobility@ferchau.com,Engineering Services,https://de.linkedin.com/company/ferchau,,,,,,,,,,,
linkedin,Mechanical Design Engineer,Permag,"Korntal-Münchingen, Baden-Württemberg, Germany",2026-07-09,https://www.linkedin.com/jobs/view/4374153995 , ,li-4374153995,fulltime,,,,,,False,associate,Engineering,,,Medical Equipment Manufacturing,https://www.linkedin.com/company/permag,,,,,,,,,,,
linkedin,Entwicklungsingenieur eDrive Testing & Validierung (m/w/d),prognum Automotive GmbH,"Stuttgart, Baden-Württemberg, Germany",2026-07-09,https://www.linkedin.com/jobs/view/4438811894 , ,li-4438811894,fulltime,,,,,,False,mid-senior level,Engineering and Information Technology,,,Engineering Services,https://de.linkedin.com/company/prognum-automotive,,,,,,,,,,,
linkedin,"Senior Systems Engineer, Okta (m/f/d)",AutoScout24,"Munich, Bavaria, Germany",2026-07-09,https://www.linkedin.com/jobs/view/4437577015 , ,li-4437577015,fulltime,,,,,,False,mid-senior level,Information Technology,,,Software Development,https://de.linkedin.com/company/autoscout24,,,,,,,,,,,
linkedin,Power Electronics Engineer (m/f/d),Alpitronic,"Nuremberg, Bavaria, Germany",2026-07-09,https://www.linkedin.com/jobs/view/4261106552 , ,li-4261106552,fulltime,,,,,,False,associate,Engineering and Information Technology,,,"Appliances, Electrical, and Electronics Manufacturing",https://it.linkedin.com/company/alpitronic-srl,,,,,,,,,,,
linkedin,Ingenieur (m/w/d) Fahrzeugtechnik,FERCHAU,"Saarbrücken, Saarland, Germany",2026-07-09,https://www.linkedin.com/jobs/view/4438581392 , ,li-4438581392,fulltime,,,,,,False,entry level,Engineering and Information Technology,,saarbruecken@ferchau.com,Engineering Services,https://de.linkedin.com/company/ferchau,,,,,,,,,,,
linkedin,Prüfstandverantwortlicher für Fahrzeugtest (m/w/d),prognum Automotive GmbH,"Stuttgart, Baden-Württemberg, Germany",2026-07-09,https://www.linkedin.com/jobs/view/4438817758 , ,li-4438817758,fulltime,,,,,,False,mid-senior level,Other,,,Engineering Services,https://de.linkedin.com/company/prognum-automotive,,,,,,,,,,,
linkedin,Versuchs-/Testingenieur Fahrerassistenzsysteme / ADAS (m/w/d),prognum Automotive GmbH,"Stuttgart, Baden-Württemberg, Germany",2026-07-09,https://www.linkedin.com/jobs/view/4438832069 , ,li-4438832069,fulltime,,,,,,False,entry level,Engineering and Information Technology,,,Engineering Services,https://de.linkedin.com/company/prognum-automotive,,,,,,,,,,,
linkedin,Entwicklungsingenieur Fahrerassistenzsysteme Automotive (m/w/d),FERCHAU,"Stuttgart, Baden-Württemberg, Germany",2026-07-09,https://www.linkedin.com/jobs/view/4438570811 , ,li-4438570811,fulltime,,,,,,False,entry level,Engineering and Information Technology,,-automotive@ferchau.com,Engineering Services,https://de.linkedin.com/company/ferchau,,,,,,,,,,,
