site,title,company,location,date_posted,job_url,job_url_direct,id,job_type,salary_source,interval,min_amount,max_amount,currency,is_remote,job_level,job_function,listing_type,emails,company_industry,company_url,company_url_direct,company_addresses,company_num_employees,company_revenue,company_description,skills,experience_range,company_rating,company_reviews_count,vacancy_count,work_from_home_type
linkedin,Entwicklungsingenieur (m/w/d) Automotive,FERCHAU,"Karlsruhe, Baden-Württemberg, Germany",2026-06-23,https://www.linkedin.com/jobs/view/4374083642 , ,li-4374083642,fulltime,,,,,,False,entry level,Engineering and Information Technology,,-mobility@ferchau.com,Engineering Services,https://de.linkedin.com/company/ferchau,,,,,,,,,,,
linkedin,"Systems Engineer, Early-Stage Development and Systems Integration (m/f/d)",Rheinmetall,"Kassel, Hesse, Germany",2026-06-23,https://www.linkedin.com/jobs/view/4430894088 , ,li-4430894088,fulltime,,,,,,False,entry level,Quality Assurance,,,Defense and Space Manufacturing,https://de.linkedin.com/company/rheinmetall,,,,,,,,,,,
linkedin,"Systems Engineer, Diagnostics & Maintenance of Digital Systems (m/f/d)",Rheinmetall,"Kassel, Hesse, Germany",2026-06-23,https://www.linkedin.com/jobs/view/4428973971 , ,li-4428973971,fulltime,,,,,,False,mid-senior level,Information Technology,,,Defense and Space Manufacturing,https://de.linkedin.com/company/rheinmetall,,,,,,,,,,,
linkedin,Security Systems Engineer (m/f/d),Rheinmetall,"Kassel, Hesse, Germany",2026-06-23,https://www.linkedin.com/jobs/view/4430877494 , ,li-4430877494,fulltime,,,,,,False,mid-senior level,Information Technology,,,Defense and Space Manufacturing,https://de.linkedin.com/company/rheinmetall,,,,,,,,,,,
linkedin,Systemingenieur Production Support (m/w/d),Adecco,"Kiel, Schleswig-Holstein, Germany",2026-06-23,https://www.linkedin.com/jobs/view/4431232259 , ,li-4431232259,fulltime,,,,,,False,associate,Engineering,,,Staffing and Recruiting,https://ch.linkedin.com/company/adecco,,,,,,,,,,,
linkedin,Mechanical Engineer / Design Engineer for Battery Systems,EAS Batteries GmbH,"Nordhausen, Thuringia, Germany",2026-06-23,https://www.linkedin.com/jobs/view/4432085911 , ,li-4432085911,fulltime,,,,,,False,entry level,Management and Manufacturing,,,"Appliances, Electrical, and Electronics Manufacturing",https://de.linkedin.com/company/eas-batteries-gmbh,,,,,,,,,,,
linkedin,Research And Development Engineer,"Kingfa Sci.&Tech. Co., Ltd.","Wiesbaden, Hesse, Germany",2026-06-23,https://www.linkedin.com/jobs/view/4432094164 , ,li-4432094164,fulltime,,,,,,False,associate,Research,,,Plastics Manufacturing and Automation Machinery Manufacturing,https://cn.linkedin.com/company/kingfa-sci-&tech-co-ltd-,,,,,,,,,,,
linkedin,"EPLAN Konstrukteur (m/w/d) | Techniker, Meister oder Ingenieur Elektrotechnik | Industrie & Automation",Zoller GmbH,"Elmshorn, Schleswig-Holstein, Germany",2026-06-23,https://www.linkedin.com/jobs/view/4432224272 , ,li-4432224272,fulltime,,,,,,False,not applicable,,,,"Appliances, Electrical, and Electronics Manufacturing",https://de.linkedin.com/company/zoller-elektrotechnik-gmbh-elmshorn,,,,,,,,,,,
linkedin,Design Engineer (m/f/d),neospaces,"Berlin, Berlin, Germany",2026-06-23,https://www.linkedin.com/jobs/view/4431433624 , ,li-4431433624,fulltime,,,,,,False,mid-senior level,Engineering and Information Technology,,,Real Estate Agents and Brokers,https://de.linkedin.com/company/neospaces-realestate,,,,,,,,,,,
linkedin,"Systems Engineer, Network Systems (m/f/d)",Rheinmetall,"Kassel, Hesse, Germany",2026-06-23,https://www.linkedin.com/jobs/view/4430892094 , ,li-4430892094,fulltime,,,,,,False,mid-senior level,Information Technology,,,Defense and Space Manufacturing,https://de.linkedin.com/company/rheinmetall,,,,,,,,,,,
linkedin,"Projektingenieur Medizintechnik, all genders",SALT AND PEPPER Group,"Hamburg, Hamburg, Germany",2026-06-23,https://www.linkedin.com/jobs/view/4422886968 , ,li-4422886968,fulltime,,,,,,False,entry level,Health Care Provider,,,Engineering Services,https://de.linkedin.com/company/salt-and-pepper,,,,,,,,,,,
