site,title,company,location,date_posted,job_url,job_url_direct,id,job_type,salary_source,interval,min_amount,max_amount,currency,is_remote,job_level,job_function,listing_type,emails,company_industry,company_url,company_url_direct,company_addresses,company_num_employees,company_revenue,company_description,skills,experience_range,company_rating,company_reviews_count,vacancy_count,work_from_home_type
linkedin,"Data Engineer, Paintshop (m/w/d) - Gigafactory Berlin-Brandenburg",Tesla,"Grünheide, Brandenburg, Germany",2026-07-14,https://www.linkedin.com/jobs/view/4440556699 , ,li-4440556699,fulltime,,,,,,False,entry level,Information Technology,,,"Motor Vehicle Manufacturing, Renewable Energy Semiconductor Manufacturing, and Utilities",https://www.linkedin.com/company/tesla-motors,,,,,,,,,,,
linkedin,Analytics Engineer (m/w/d),Octopus Energy,"Munich, Bavaria, Germany",2026-07-14,https://www.linkedin.com/jobs/view/4431706838 , ,li-4431706838,fulltime,,,,,,False,not applicable,Information Technology,,talent@octoenergy.com,Utilities and Environmental Services,https://uk.linkedin.com/company/octopusenergy,,,,,,,,,,,
linkedin,"Analytical Consultant, Digital First",Google,"Berlin, Berlin, Germany",2026-07-14,https://www.linkedin.com/jobs/view/4439876667 , ,li-4439876667,fulltime,,,,,,False,not applicable,"Sales, General Business, and Customer Service",,,"Information Services and Technology, Information and Internet",https://www.linkedin.com/company/google,,,,,,,,,,,
linkedin,Business Intelligence Consultant (gn),The Quality Group,"Hamburg, Hamburg, Germany",2026-07-14,https://www.linkedin.com/jobs/view/4440585682 , ,li-4440585682,fulltime,,,,,,False,associate,Information Technology,,,Wellness and Fitness Services,https://de.linkedin.com/company/thequalitygroup,,,,,,,,,,,
linkedin,Business Intelligence Specialist (m/w/d),mittwald,"Espelkamp, North Rhine-Westphalia, Germany",2026-07-14,https://www.linkedin.com/jobs/view/4439827037 , ,li-4439827037,fulltime,,,,,,False,entry level,Business Development and Sales,,,"Technology, Information and Internet",https://de.linkedin.com/company/mittwald,,,,,,,,,,,
linkedin,Power BI Specialist & Data Analyst (w/m/d),Bechtle,"Neckarsulm, Baden-Württemberg, Germany",2026-07-14,https://www.linkedin.com/jobs/view/4437673845 , ,li-4437673845,fulltime,,,,,,False,entry level,"Research, Analyst, and Information Technology",,recruiting@bechtle.com,IT Services and IT Consulting,https://de.linkedin.com/company/bechtle,,,,,,,,,,,
linkedin,"Analytical Consultant, Digital First",Google,"Hamburg, Hamburg, Germany",2026-07-14,https://www.linkedin.com/jobs/view/4439893087 , ,li-4439893087,fulltime,,,,,,False,not applicable,"Sales, General Business, and Customer Service",,,"Information Services and Technology, Information and Internet",https://www.linkedin.com/company/google,,,,,,,,,,,
linkedin,Quantitative C++ Developer (f/m/d),Deutsche Börse Group,"Frankfurt, Hesse, Germany",2026-07-14,https://www.linkedin.com/jobs/view/4432236884 , ,li-4432236884,fulltime,,,,,,False,not applicable,Engineering and Information Technology,,,Financial Services,https://de.linkedin.com/company/deutscheboersegroup,,,,,,,,,,,
linkedin,Consultant Business & AI Insights (m/w/d) in Hamburg,Deloitte,"Hamburg, Hamburg, Germany",2026-07-14,https://www.linkedin.com/jobs/view/4440566401 , ,li-4440566401,fulltime,,,,,,False,entry level,"Consulting, Information Technology, and Sales",,career@deloitte.de,Business Consulting and Services,https://www.linkedin.com/company/deloitte,,,,,,,,,,,
linkedin,Senior Consultant Business & AI Insights (m/w/d) in Köln,Deloitte,"Cologne, North Rhine-Westphalia, Germany",2026-07-14,https://www.linkedin.com/jobs/view/4440570137 , ,li-4440570137,fulltime,,,,,,True,associate,"Consulting, Information Technology, and Sales",,career@deloitte.de,Business Consulting and Services,https://www.linkedin.com/company/deloitte,,,,,,,,,,,
linkedin,Consultant Business & AI Insights (m/w/d) in Stuttgart,Deloitte,"Stuttgart, Baden-Württemberg, Germany",2026-07-14,https://www.linkedin.com/jobs/view/4440569165 , ,li-4440569165,fulltime,,,,,,False,entry level,"Consulting, Information Technology, and Sales",,career@deloitte.de,Business Consulting and Services,https://www.linkedin.com/company/deloitte,,,,,,,,,,,
linkedin,Senior Consultant Business & AI Insights (m/w/d) in Frankfurt (Main),Deloitte,"Frankfurt, Hesse, Germany",2026-07-14,https://www.linkedin.com/jobs/view/4440561697 , ,li-4440561697,fulltime,,,,,,True,associate,"Consulting, Information Technology, and Sales",,career@deloitte.de,Business Consulting and Services,https://www.linkedin.com/company/deloitte,,,,,,,,,,,
linkedin,Consultant Business & AI Insights (m/w/d) in München,Deloitte,"Munich, Bavaria, Germany",2026-07-14,https://www.linkedin.com/jobs/view/4440568216 , ,li-4440568216,fulltime,,,,,,False,entry level,"Consulting, Information Technology, and Sales",,career@deloitte.de,Business Consulting and Services,https://www.linkedin.com/company/deloitte,,,,,,,,,,,
linkedin,Area Lead Analytics Engineer,Vinted,"Berlin, Berlin, Germany",2026-07-14,https://www.linkedin.com/jobs/view/4431731253 , ,li-4431731253,fulltime,,,,,,False,mid-senior level,Information Technology,,,Software Development,https://lt.linkedin.com/company/vinted,,,,,,,,,,,
linkedin,Growth Marketing Manager (m/f/d) - 12 months contracts,Omio,"Berlin, Berlin, Germany",2026-07-14,https://www.linkedin.com/jobs/view/4440569409 , ,li-4440569409,fulltime,,,,,,False,mid-senior level,Marketing,,recruitment@omio.com,"Technology, Information and Internet",https://de.linkedin.com/company/omio,,,,,,,,,,,
linkedin,Consultant Business & AI Insights (m/w/d) in Hannover,Deloitte,"Hannover, Lower Saxony, Germany",2026-07-14,https://www.linkedin.com/jobs/view/4440567213 , ,li-4440567213,fulltime,,,,,,False,entry level,"Consulting, Information Technology, and Sales",,career@deloitte.de,Business Consulting and Services,https://www.linkedin.com/company/deloitte,,,,,,,,,,,
linkedin,"Staff Software Engineer - AI Data Platform & Snowflake (d/f/m, Berlin)",Monda,"Berlin, Berlin, Germany",2026-07-14,https://www.linkedin.com/jobs/view/4437659347 , ,li-4437659347,fulltime,,,,,,True,associate,Information Technology,,,Software Development,https://www.linkedin.com/company/mondalabs,,,,,,,,,,,
linkedin,Expert Strategic Sourcing Analytics (m/w/d),Witt-Gruppe,"Weiden, Bavaria, Germany",2026-07-14,https://www.linkedin.com/jobs/view/4440536094 , ,li-4440536094,fulltime,,,,,,False,associate,Strategy/Planning,,,Retail and Retail Apparel and Fashion,https://de.linkedin.com/company/witt-gruppe,,,,,,,,,,,
linkedin,Technology Director MedTech Surgery Germany (M/F/D),Johnson & Johnson,"Hamburg, Hamburg, Germany",2026-07-14,https://www.linkedin.com/jobs/view/4440567858 , ,li-4440567858,fulltime,,,,,,False,not applicable,Information Technology,,,Hospitals and Health Care,https://www.linkedin.com/company/johnson-&-johnson,,,,,,,,,,,
linkedin,Product Data Lead,GoodHabitz,"Berlin, Berlin, Germany",2026-07-14,https://www.linkedin.com/jobs/view/4440561531 , ,li-4440561531,fulltime,,,,,,False,mid-senior level,Analyst,,recruitment@goodhabitz.com,IT Services and IT Consulting,https://nl.linkedin.com/company/goodhabitz,,,,,,,,,,,
linkedin,Global Workforce Analytics & Data Architect (m/f/d),Olympus Corporation,"Hamburg, Hamburg, Germany",2026-07-14,https://www.linkedin.com/jobs/view/4427819719 , ,li-4427819719,fulltime,,,,,,True,mid-senior level,Engineering and Information Technology,,,Medical Equipment Manufacturing,https://jp.linkedin.com/company/olympus-corp,,,,,,,,,,,
linkedin,Senior AI Engineer (Freelance),AI Futures,"Frankfurt, Hesse, Germany",2026-07-14,https://www.linkedin.com/jobs/view/4437696714 , ,li-4437696714,contract,,,,,,False,mid-senior level,Information Technology,,,Financial Services,https://uk.linkedin.com/company/aifuturesgroup,,,,,,,,,,,
linkedin,Analytics Engineer (m/w/d),Octopus Energy,"Berlin, Berlin, Germany",2026-07-14,https://www.linkedin.com/jobs/view/4431717636 , ,li-4431717636,fulltime,,,,,,False,not applicable,Information Technology,,talent@octoenergy.com,Utilities and Environmental Services,https://uk.linkedin.com/company/octopusenergy,,,,,,,,,,,
linkedin,Automation & AI Operations Engineer (m/w/d),ECOZA,"Munich, Bavaria, Germany",2026-07-14,https://www.linkedin.com/jobs/view/4439934785 , ,li-4439934785,fulltime,,,,,,False,mid-senior level,Engineering and Information Technology,,amelie@ecoza.de,Advertising Services,https://de.linkedin.com/company/ecoza-ecommerce,,,,,,,,,,,
linkedin,Data Engineer,BEO (formerly Co-Power),"Munich, Bavaria, Germany",2026-07-14,https://www.linkedin.com/jobs/view/4437670938 , ,li-4437670938,fulltime,,,,,,False,entry level,Information Technology,,,Services for Renewable Energy and Energy Technology,https://de.linkedin.com/company/batteryenergyorganization,,,,,,,,,,,
