site,title,company,location,date_posted,job_url,job_url_direct,id,job_type,salary_source,interval,min_amount,max_amount,currency,is_remote,job_level,job_function,listing_type,emails,company_industry,company_url,company_url_direct,company_addresses,company_num_employees,company_revenue,company_description,skills,experience_range,company_rating,company_reviews_count,vacancy_count,work_from_home_type
linkedin,AI Engineer (m/f/d),Smartbroker AG,"Berlin, Berlin, Germany",2026-05-18,https://www.linkedin.com/jobs/view/4412800166 , ,li-4412800166,fulltime,,,,,,False,entry level,Information Technology,,,Banking,https://de.linkedin.com/company/wallstreet-online-capital,,,,,,,,,,,
linkedin,"Palantir Foundry Engineer (Frankfurt or Munich, Germany)",Unit8,"Frankfurt, Hesse, Germany",2026-05-18,https://www.linkedin.com/jobs/view/4415495179 , ,li-4415495179,fulltime,,,,,,True,mid-senior level,Engineering,,,IT Services and IT Consulting,https://ch.linkedin.com/company/unit8,,,,,,,,,,,
linkedin,Data Analyst (m/f/d),Redcare Pharmacy,"Cologne, North Rhine-Westphalia, Germany",2026-05-18,https://www.linkedin.com/jobs/view/4416090109 , ,li-4416090109,fulltime,,,,,,True,mid-senior level,Finance,,,Software Development and IT Services and IT Consulting,https://nl.linkedin.com/company/redcare-pharmacy-com,,,,,,,,,,,
linkedin,Data Analyst HR (m/f/d),Redcare Pharmacy,"Cologne, North Rhine-Westphalia, Germany",2026-05-18,https://www.linkedin.com/jobs/view/4416073981 , ,li-4416073981,fulltime,,,,,,True,mid-senior level,Information Technology,,,Software Development and IT Services and IT Consulting,https://nl.linkedin.com/company/redcare-pharmacy-com,,,,,,,,,,,
linkedin,"Staff Data Analyst, Storefront",Quince,"Berlin, Berlin, Germany",2026-05-18,https://www.linkedin.com/jobs/view/4415661971 , ,li-4415661971,fulltime,,,,,,False,mid-senior level,Information Technology,,,Retail,https://www.linkedin.com/company/onequince,,,,,,,,,,,
linkedin,Data Analyst,Deel,,2026-05-18,https://www.linkedin.com/jobs/view/4415661592 , ,li-4415661592,fulltime,,,,,,True,mid-senior level,Information Technology,,recruiting@deel.com,Human Resources Services,https://www.linkedin.com/company/deel,,,,,,,,,,,
linkedin,Managing Data Migration Consultant,Syniti,,2026-05-18,https://www.linkedin.com/jobs/view/4415606338 , ,li-4415606338,fulltime,,,,,,False,mid-senior level,Consulting,,,"Software Development, IT Services and IT Consulting, and IT System Data Services",https://www.linkedin.com/company/synitidata,,,,,,,,,,,
linkedin,Senior Product Data Engineer,Jobgether,,2026-05-18,https://www.linkedin.com/jobs/view/4415658570 , ,li-4415658570,fulltime,,,,,,True,mid-senior level,Information Technology,,,Internet Marketplace Platforms,https://be.linkedin.com/company/jobgether,,,,,,,,,,,
linkedin,Actuarial Analyst (m/f/d) at Allianz SE,Allianz,"Munich, Bavaria, Germany",2026-05-18,https://www.linkedin.com/jobs/view/4335837926 , ,li-4335837926,fulltime,,,,,,False,mid-senior level,Information Technology,,-SERVICES@allianz.com,Financial Services and Insurance,https://de.linkedin.com/company/allianz,,,,,,,,,,,
linkedin,(Junior) Data Scientist (m/w/d),Goodman Masson Deutschland,"Münster, North Rhine-Westphalia, Germany",2026-05-18,https://www.linkedin.com/jobs/view/4416216594 , ,li-4416216594,fulltime,,,,,,False,mid-senior level,Information Technology,,,Retail Apparel and Fashion,https://de.linkedin.com/company/goodman-masson-deutschland,,,,,,,,,,,
linkedin,(Senior) Data Engineer (gn) full-time / part-time (hybrid),DKV Mobility,"Ratingen, North Rhine-Westphalia, Germany",2026-05-18,https://www.linkedin.com/jobs/view/4415494646 , ,li-4415494646,fulltime,,,,,,False,mid-senior level,Other,,,"Transportation, Logistics, Supply Chain and Storage",https://de.linkedin.com/company/dkv-mobility,,,,,,,,,,,
