site,title,company,location,date_posted,job_url,job_url_direct,id,job_type,salary_source,interval,min_amount,max_amount,currency,is_remote,job_level,job_function,listing_type,emails,company_industry,company_url,company_url_direct,company_addresses,company_num_employees,company_revenue,company_description,skills,experience_range,company_rating,company_reviews_count,vacancy_count,work_from_home_type
linkedin,Data Engineer (m/w/d),ALL IN GROUP GmbH,,2026-07-06,https://www.linkedin.com/jobs/view/4437163744 , ,li-4437163744,fulltime,,,,,,False,associate,Information Technology and Analyst,,,Online and Mail Order Retail and Printing Services,https://www.linkedin.com/company/all-in-group-gmbh,,,,,,,,,,,
linkedin,Data Analyst Assistant,Alpine Business Consulting,"Hamburg, Hamburg, Germany",2026-07-06,https://www.linkedin.com/jobs/view/4436091403 , ,li-4436091403,fulltime,,,,,,True,entry level,Information Technology,,,IT Services and IT Consulting,https://ch.linkedin.com/company/alpine-businessconsulting,,,,,,,,,,,
linkedin,Business Operations Specialist (m/w/d),Instaffo,"Munich, Bavaria, Germany",2026-07-06,https://www.linkedin.com/jobs/view/4437416011 , ,li-4437416011,fulltime,,,,,,False,entry level,Management,,,Staffing and Recruiting,https://de.linkedin.com/company/instaffo-gmbh,,,,,,,,,,,
linkedin,Publicis Media - Executive Director Analytics Business Partner (m/w/d) - München,Publicis Media Germany,,2026-07-06,https://www.linkedin.com/jobs/view/4400747660 , ,li-4400747660,fulltime,,,,,,False,director,"Analyst, Marketing, and Advertising",,,Advertising Services and Marketing Services,https://de.linkedin.com/company/publicis-media-germany,,,,,,,,,,,
linkedin,Consultant Intelligent Automation - Dein Einstieg in AI & Data (m/w/d) in Frankfurt (Main),Deloitte,"Frankfurt, Hesse, Germany",2026-07-06,https://www.linkedin.com/jobs/view/4335283046 , ,li-4335283046,fulltime,,,,,,True,entry level,Information Technology,,career@deloitte.de,Business Consulting and Services,https://www.linkedin.com/company/deloitte,,,,,,,,,,,
linkedin,Director Digital Success & Transformation Eastern Europe (f/m/d),Heidelberg Materials,"Heidelberg, Baden-Württemberg, Germany",2026-07-06,https://www.linkedin.com/jobs/view/4437146579 , ,li-4437146579,fulltime,,,,,,False,director,"Analyst, Business Development, and General Business",,,Construction,https://de.linkedin.com/company/heidelbergmaterials,,,,,,,,,,,
linkedin,Lead Data Engineer (w/m/d),Theo,"Berlin, Berlin, Germany",2026-07-06,https://www.linkedin.com/jobs/view/4433940943 , ,li-4433940943,fulltime,,,,,,False,mid-senior level,Information Technology,,,IT Services and IT Consulting,https://de.linkedin.com/company/theohausverwaltung,,,,,,,,,,,
linkedin,Publicis Media - Expert Analytics Business Partner (m/w/d) - Frankfurt,Publicis Media Germany,,2026-07-06,https://www.linkedin.com/jobs/view/4400750322 , ,li-4400750322,fulltime,,,,,,False,mid-senior level,"Analyst, Marketing, and Advertising",,,Advertising Services and Marketing Services,https://de.linkedin.com/company/publicis-media-germany,,,,,,,,,,,
linkedin,Publicis Media - Expert Analytics Business Partner (m/w/d) - München,Publicis Media Germany,,2026-07-06,https://www.linkedin.com/jobs/view/4400757188 , ,li-4400757188,fulltime,,,,,,False,mid-senior level,"Analyst, Marketing, and Advertising",,,Advertising Services and Marketing Services,https://de.linkedin.com/company/publicis-media-germany,,,,,,,,,,,
linkedin,Performance Marketing Lead – African Markets,Jobgether,,2026-07-06,https://www.linkedin.com/jobs/view/4436219582 , ,li-4436219582,fulltime,,,,,,True,mid-senior level,Marketing and Sales,,,Internet Marketplace Platforms,https://be.linkedin.com/company/jobgether,,,,,,,,,,,
