site,title,company,location,date_posted,job_url,job_url_direct,id,job_type,salary_source,interval,min_amount,max_amount,currency,is_remote,job_level,job_function,listing_type,emails,company_industry,company_url,company_url_direct,company_addresses,company_num_employees,company_revenue,company_description,skills,experience_range,company_rating,company_reviews_count,vacancy_count,work_from_home_type
linkedin,Technische Mitarbeiter/in (m/w/d),Technische Universität München (Technical University of Munich),"Munich, Bavaria, Germany",2026-09-17,https://www.linkedin.com/jobs/view/4467128633 , ,li-4467128633,fulltime,,,,,,False,entry level,Information Technology,,"-wssb@ch.tum.de, -wssb@ch.tum.de",Higher Education,https://de.linkedin.com/school/c446-deccan-m.ed-college-gulbarga/,,,,,,,,,,,
linkedin,Projektleiter Marktforschung (m/w/d),ipi Institute für Produkt-Markt-Forschung GmbH,"Stuttgart, Baden-Württemberg, Germany",2026-09-17,https://www.linkedin.com/jobs/view/4466268052 , ,li-4466268052,fulltime,,,,,,False,entry level,Science,,,Market Research,https://de.linkedin.com/company/ipi-institute-f%C3%BCr-produkt-markt-forschung-gmbh,,,,,,,,,,,
linkedin,R&D Test Engineer in High-Voltage (f/m/d),Hitachi Energy,"Karlstein am Main, Bavaria, Germany",2026-09-17,https://www.linkedin.com/jobs/view/4432553608 , ,li-4432553608,fulltime,,,,,,False,mid-senior level,Quality Assurance,,,"Appliances, Electrical, and Electronics Manufacturing and IT Services and IT Consulting",https://ch.linkedin.com/company/hitachienergy,,,,,,,,,,,
linkedin,Naturwissenschaftler (m/w/d) mit Erfahrung - Life Science,agap2 Germany,"Munich, Bavaria, Germany",2026-09-17,https://www.linkedin.com/jobs/view/4468363419 , ,li-4468363419,fulltime,,,,,,False,entry level,Science,,,Pharmaceutical Manufacturing,https://de.linkedin.com/company/agap2-germany,,,,,,,,,,,
linkedin,Doktorand:in (m/w/d) für die Arbeitsgruppe Mehrdimensionale OMICS-Datenanalyse,Leibniz Association,"Dortmund, North Rhine-Westphalia, Germany",2026-09-17,https://www.linkedin.com/jobs/view/4468658485 , ,li-4468658485,fulltime,,,,,,False,internship,Other,,,Research,https://de.linkedin.com/company/leibniz-gemeinschaft,,,,,,,,,,,
linkedin,PhD Student (f/m/d) Silicon Quantum Photonics,Helmholtz-Zentrum Dresden-Rossendorf (HZDR),"Dresden, Saxony, Germany",2026-09-17,https://www.linkedin.com/jobs/view/4467557976 , ,li-4467557976,parttime,,,,,,False,internship,Education and Training,,jobs@hzdr.de,Research Services,https://de.linkedin.com/company/hzdr,,,,,,,,,,,
linkedin,"Promotion - Optimierung hydrostatischer Schrägachseneinheiten: Kinematik, Werkstoffe und Tribologie (w/m/div.)",Bosch,"Elchingen, Bavaria, Germany",2026-09-17,https://www.linkedin.com/jobs/view/4467188995 , ,li-4467188995,fulltime,,,,,,False,associate,Research,,,Industrial Automation,https://de.linkedin.com/company/bosch,,,,,,,,,,,
linkedin,Fachpraktische Mitarbeit insbesondere für den Bereich Angewandte Chemie (w/m/d) - Kennziffer: 133009/ 2026,Hochschule Neubrandenburg,"Neubrandenburg, Mecklenburg-West Pomerania, Germany",2026-09-17,https://www.linkedin.com/jobs/view/4468641256 , ,li-4468641256,parttime,,,,,,False,entry level,"Research, Analyst, and Information Technology",,,Internet Publishing,https://de.linkedin.com/school/hochschule-neubrandenburg/,,,,,,,,,,,
linkedin,Masterarbeit - Dezentrale Koordination von Drohnenschwärmen (w/m/d),German Aerospace Center (DLR),"Brunswick, Lower Saxony, Germany",2026-09-17,https://www.linkedin.com/jobs/view/4468276790 , ,li-4468276790,fulltime,,,,,,False,internship,Education and Training,,,Research Services,https://de.linkedin.com/company/dlr,,,,,,,,,,,
linkedin,Mitarbeiter*in Marktforschung und Verkehrserhebung,BOGESTRA,"Bochum, North Rhine-Westphalia, Germany",2026-09-17,https://www.linkedin.com/jobs/view/4467163963 , ,li-4467163963,parttime,,,,,,False,entry level,Administrative,,,Administrative and Support Services,https://de.linkedin.com/company/bogestra,,,,,,,,,,,
