site,title,company,location,date_posted,job_url,job_url_direct,id,job_type,salary_source,interval,min_amount,max_amount,currency,is_remote,job_level,job_function,listing_type,emails,company_industry,company_url,company_url_direct,company_addresses,company_num_employees,company_revenue,company_description,skills,experience_range,company_rating,company_reviews_count,vacancy_count,work_from_home_type
linkedin,Student Research Assistant in 3D Morphological Analysis,MICCAI Society,"Munich, Bavaria, Germany",2026-06-21,https://www.linkedin.com/jobs/view/4431381196 , ,li-4431381196,fulltime,,,,,,False,internship,"Research, Analyst, and Information Technology",,"li@zib.de, li@zib.de, jobs@zib.de, li@zib.de",Research,https://www.linkedin.com/company/miccai,,,,,,,,,,,
linkedin,AI Trainer - Freelance Data Annotator,Toloka Annotators,"Frankfurt am Main, Hesse, Germany",2026-06-21,https://www.linkedin.com/jobs/view/4431362529 , ,li-4431362529,parttime,,,,,,True,entry level,Other,,,IT Services and IT Consulting,https://www.linkedin.com/company/toloka-annotators,,,,,,,,,,,
linkedin,AI Trainer - Freelance Data Annotator,Toloka Annotators,,2026-06-21,https://www.linkedin.com/jobs/view/4431382305 , ,li-4431382305,parttime,,,,,,True,entry level,Other,,,IT Services and IT Consulting,https://www.linkedin.com/company/toloka-annotators,,,,,,,,,,,
linkedin,AI Trainer - Freelance Data Annotator,Toloka Annotators,"Hamburg, Hamburg, Germany",2026-06-21,https://www.linkedin.com/jobs/view/4431378316 , ,li-4431378316,parttime,,,,,,True,entry level,Other,,,IT Services and IT Consulting,https://www.linkedin.com/company/toloka-annotators,,,,,,,,,,,
linkedin,Document Reviewer - Remote,YO IT Consulting,"Munich, Bavaria, Germany",2026-06-21,https://www.linkedin.com/jobs/view/4430306675 , ,li-4430306675,fulltime,,,,,,True,entry level,Legal,,,Software Development,https://ae.linkedin.com/company/yohritconsulting,,,,,,,,,,,
linkedin,Data Analyst (m/w/d),Helios Kliniken GmbH,"Berlin, Berlin, Germany",2026-06-21,https://www.linkedin.com/jobs/view/4430319857 , ,li-4430319857,fulltime,,,,,,False,entry level,Information Technology,,,Hospitals and Health Care,https://de.linkedin.com/company/helios-kliniken,,,,,,,,,,,
linkedin,Wissenschaftliche/r Mitarbeiter/in (1. StEx) - 1600€ / Wochenarbeitstag,Takjas,"Berlin, Berlin, Germany",2026-06-21,https://www.linkedin.com/jobs/view/4428594264 , ,li-4428594264,fulltime,,,,,,True,entry level,Information Technology,,,Legal Services,https://de.linkedin.com/company/takjas-rechtsanwaltsgesellschaft-mbh,,,,,,,,,,,
linkedin,"Übungsleiter/In, Trainer/in Kindersport für den Bereich Kitas & Schulen",DAYO GmbH,"Düsseldorf, North Rhine-Westphalia, Germany",2026-06-20,https://www.linkedin.com/jobs/view/4428554014 , ,li-4428554014,fulltime,,,,,,False,entry level,Other,,,Education Administration Programs,https://de.linkedin.com/company/dayo-gmbh,,,,,,,,,,,
linkedin,Wissenschaftliche Mitarbeiter (m/w/d) – Nachhaltigkeit & ESG,Ashurst,"Frankfurt, Hesse, Germany",2026-06-20,https://www.linkedin.com/jobs/view/4317302836 , ,li-4317302836,fulltime,,,,,,False,not applicable,"Research, Analyst, and Information Technology",,,Legal Services,https://uk.linkedin.com/company/ashurst,,,,,,,,,,,
linkedin,Scientific Consultant - Neuroimaging (m/f/d),NIRx Medical Technologies,"Berlin, Berlin, Germany",2026-06-20,https://www.linkedin.com/jobs/view/4424573125 , ,li-4424573125,fulltime,,,,,,True,associate,Sales,,,Medical Equipment Manufacturing,https://www.linkedin.com/company/nirx,,,,,,,,,,,
linkedin,Freiwillige (m/w/d) im FSJ/BFD,Johanniter GmbH,"Petershagen, North Rhine-Westphalia, Germany",2026-06-20,https://www.linkedin.com/jobs/view/4430083365 , ,li-4430083365,fulltime,,,,,,False,entry level,Other,,,Hospitals and Health Care,https://de.linkedin.com/company/johanniter-gmbh,,,,,,,,,,,
linkedin,"Rehasport Übungsleiter, Trainer in Orthopädie (m/w/d) in Köln",Healthengineers,"Cologne, North Rhine-Westphalia, Germany",2026-06-20,https://www.linkedin.com/jobs/view/4428518487 , ,li-4428518487,fulltime,,,,,,False,entry level,Art/Creative,,,Government Administration,https://de.linkedin.com/company/healthengineers,,,,,,,,,,,
