site,title,company,location,date_posted,job_url,job_url_direct,id,job_type,salary_source,interval,min_amount,max_amount,currency,is_remote,job_level,job_function,listing_type,emails,company_industry,company_url,company_url_direct,company_addresses,company_num_employees,company_revenue,company_description,skills,experience_range,company_rating,company_reviews_count,vacancy_count,work_from_home_type
linkedin,ASIC Development Engineer Digital IC Design (f/m/div.),Bosch,"Erlangen, Bavaria, Germany",2026-08-18,https://www.linkedin.com/jobs/view/4454499817 , ,li-4454499817,fulltime,,,,,,False,associate,Engineering,,,Automotive,https://de.linkedin.com/company/bosch,,,,,,,,,,,
linkedin,ASIC Entwicklungsingenieur Analog IC Design (w/m/div.),Bosch,"Erlangen, Bavaria, Germany",2026-08-18,https://www.linkedin.com/jobs/view/4454702744 , ,li-4454702744,fulltime,,,,,,False,associate,Engineering,,,Automotive,https://de.linkedin.com/company/bosch,,,,,,,,,,,
linkedin,Electrical Engineer (f/m/x),Marvel Fusion,"Munich, Bavaria, Germany",2026-08-18,https://www.linkedin.com/jobs/view/4454702504 , ,li-4454702504,fulltime,,,,,,False,mid-senior level,Engineering and Information Technology,,,Electric Power Generation,https://de.linkedin.com/company/marvelfusion,,,,,,,,,,,
linkedin,Embedded Software Engineer (m/f/d),Alpitronic,"Nuremberg, Bavaria, Germany",2026-08-18,https://www.linkedin.com/jobs/view/4385741400 , ,li-4385741400,fulltime,,,,,,False,associate,Engineering and Information Technology,,,"Appliances, Electrical, and Electronics Manufacturing",https://it.linkedin.com/company/alpitronic-srl,,,,,,,,,,,
linkedin,Staff Engineer Functional Verification & Methodology (f/m/div),Infineon Technologies,"Munich, Bavaria, Germany",2026-08-18,https://www.linkedin.com/jobs/view/4369737807 , ,li-4369737807,fulltime,,,,,,False,mid-senior level,Engineering and Information Technology,,,"Semiconductor Manufacturing, Appliances, Electrical, and Electronics Manufacturing, and Computer Hardware Manufacturing",https://de.linkedin.com/company/infineon-technologies,,,,,,,,,,,
linkedin,Senior Hardware Entwickler (m/w/d),T&S (Technology & Strategy),"Karlstein am Main, Bavaria, Germany",2026-08-18,https://www.linkedin.com/jobs/view/4454762212 , ,li-4454762212,fulltime,,,,,,False,associate,Engineering,,,Engineering Services,https://fr.linkedin.com/company/technology-&-strategy-t&s-,,,,,,,,,,,
linkedin,Senior Staff Engineer Automation & Digitalization for IP Development (f/m/div),Infineon Technologies,"Munich, Bavaria, Germany",2026-08-18,https://www.linkedin.com/jobs/view/4455733515 , ,li-4455733515,fulltime,,,,,,False,mid-senior level,Other,,,"Semiconductor Manufacturing, Appliances, Electrical, and Electronics Manufacturing, and Computer Hardware Manufacturing",https://de.linkedin.com/company/infineon-technologies,,,,,,,,,,,
linkedin,(Senior) ASIC Test Manager (m/f/d),AUMOVIO,"Regensburg, Bavaria, Germany",2026-08-18,https://www.linkedin.com/jobs/view/4452469581 , ,li-4452469581,fulltime,,,,,,False,mid-senior level,Engineering,,,Automotive,https://de.linkedin.com/company/aumovio,,,,,,,,,,,
linkedin,Product Engineer,Black Forest Labs,"Freiburg, Baden-Württemberg, Germany",2026-08-18,https://www.linkedin.com/jobs/view/4455767340 , ,li-4455767340,fulltime,,,,,,True,mid-senior level,Engineering and Information Technology,,,Software Development,https://de.linkedin.com/company/bflai,,,,,,,,,,,
linkedin,Function Developer Control Systems (m/w/d),Viessmann Climate Solutions,"Allendorf, Hesse, Germany",2026-08-18,https://www.linkedin.com/jobs/view/4452575416 , ,li-4452575416,fulltime,,,,,,False,mid-senior level,Engineering and Information Technology,,Carrier.Recruiting@carrier.com,Industrial Machinery Manufacturing,https://de.linkedin.com/company/viessmannclimatesolutions,,,,,,,,,,,
