site,title,company,location,date_posted,job_url,job_url_direct,id,job_type,salary_source,interval,min_amount,max_amount,currency,is_remote,job_level,job_function,listing_type,emails,company_industry,company_url,company_url_direct,company_addresses,company_num_employees,company_revenue,company_description,skills,experience_range,company_rating,company_reviews_count,vacancy_count,work_from_home_type
linkedin,Master Thesis - Cryogenic Analog Demultiplexer for Scalable Electron-Spin Qubit Control,Forschungszentrum Jülich,"Jülich, North Rhine-Westphalia, Germany",2026-08-31,https://www.linkedin.com/jobs/view/4459225199 , ,li-4459225199,parttime,,,,,,False,entry level,Research and Science,,,Research Services and Services for Renewable Energy,https://de.linkedin.com/company/forschungszentrum-julich,,,,,,,,,,,
linkedin,Praktikant / Werkstudent Elektronikentwicklung (Bachelor/Master),OECHSLER,"Ansbach, Bavaria, Germany",2026-08-30,https://www.linkedin.com/jobs/view/4460030983 , ,li-4460030983,fulltime,,,,,,False,internship,Administrative,,,Plastics Manufacturing,https://de.linkedin.com/company/oechsler-ag-ansbach,,,,,,,,,,,
linkedin,Synthesis Engineer,Inflection (Angel List Syndicate),"Rülzheim, Rhineland-Palatinate, Germany",2026-08-30,https://www.linkedin.com/jobs/view/4461015038 , ,li-4461015038,fulltime,,,,,,True,entry level,Engineering and Information Technology,,,Venture Capital and Private Equity Principals,https://www.linkedin.com/company/inflection-fund,,,,,,,,,,,
linkedin,Werkstudent*in Mobilfunkkommunikation der nächsten Generation 6G,Fraunhofer Heinrich Hertz Institute HHI,"Berlin, Germany",2026-08-28,https://www.linkedin.com/jobs/view/4458970342 , ,li-4458970342,fulltime,,,,,,False,internship,Administrative,,baris.goektepe@hhi.fraunhofer.de,Research Services,https://de.linkedin.com/company/fraunhofer-hhi,,,,,,,,,,,
linkedin,Product Designer:in - Tegtmeier Internet Solutions GmbH,Sinnkontor,"Hamburg, Hamburg, Germany",2026-08-27,https://www.linkedin.com/jobs/view/4457787443 , ,li-4457787443,fulltime,,,,,,False,associate,Design,,,Professional Services,https://de.linkedin.com/company/sinnkontor-gmbh,,,,,,,,,,,
linkedin,Robotics Software Engineer Intern – Swarm Systems (m/f/d),Autonomous Teaming,"Munich, Bavaria, Germany",2026-08-27,https://www.linkedin.com/jobs/view/4460113191 , ,li-4460113191,fulltime,,,,,,False,internship,Engineering and Information Technology,,,Software Development,https://de.linkedin.com/company/autonomous-teaming,,,,,,,,,,,
linkedin,Working Student (f/m/d) - Procedural World Generation & 3D Assets,Siemens,"Garching, Bavaria, Germany",2026-08-27,https://www.linkedin.com/jobs/view/4458645626 , ,li-4458645626,parttime,,,,,,False,internship,Administrative,,,Automation Machinery Manufacturing,https://de.linkedin.com/company/siemens,,,,,,,,,,,
linkedin,Intern (m/f/d) Redundant Flight Software Development,Rocket Factory Augsburg - RFA,"Augsburg, Bavaria, Germany",2026-08-26,https://www.linkedin.com/jobs/view/4457918154 , ,li-4457918154,internship,,,,,,False,internship,Engineering and Information Technology,,,Aviation and Aerospace Component Manufacturing,https://de.linkedin.com/company/rfa-space,,,,,,,,,,,
linkedin,Werkstudent:in Elektrotechnik Advanced Technology and Innovation (ab sofort),Festool Group,"Wendlingen, Baden-Württemberg, Germany",2026-08-26,https://www.linkedin.com/jobs/view/4455885665 , ,li-4455885665,parttime,,,,,,False,internship,Engineering and Information Technology,,,Machinery Manufacturing,https://de.linkedin.com/company/festool-group,,,,,,,,,,,
linkedin,Braunschweig New Grad and Intern Applications,Ciena,,2026-08-26,https://www.linkedin.com/jobs/view/4427416689 , ,li-4427416689,fulltime,,,,,,False,internship,Information Technology,,,Telecommunications,https://www.linkedin.com/company/ciena,,,,,,,,,,,
linkedin,*Praktikant*innen / Master Thesis* – Virtuelle Hardware & Systememulation (QEMU / SYSTEMC) (all genders),Tata Consultancy Services,"Munich, Bavaria, Germany",2026-08-26,https://www.linkedin.com/jobs/view/4457695856 , ,li-4457695856,fulltime,,,,,,False,internship,Training,,germany.careers@tcs.com,IT Services and IT Consulting,https://in.linkedin.com/company/tata-consultancy-services,,,,,,,,,,,
linkedin,Internship/Student - Development Engineer Hardware Verification (m/f/x),IBM,"Ehningen, Baden-Württemberg, Germany",2026-08-26,https://www.linkedin.com/jobs/view/4457221007 , ,li-4457221007,parttime,,,,,,False,internship,Engineering and Information Technology,,,IT Services and IT Consulting,https://www.linkedin.com/company/ibm,,,,,,,,,,,
linkedin,Werkstudent (m/w/d) im Innovation & Prototyping für Parksysteme,Valeo,"Bietigheim-Bissingen, Baden-Württemberg, Germany",,https://www.linkedin.com/jobs/view/4451564644 , ,li-4451564644,fulltime,,,,,,False,internship,Administrative,,Alessa.Knapp@valeo.com,Motor Vehicle Parts Manufacturing,https://fr.linkedin.com/company/valeo,,,,,,,,,,,
linkedin,Working Student (m/f/d) for Algorithm Research & Development on Radar Systems for Autonomous Driving,Valeo,"Bietigheim-Bissingen, Baden-Württemberg, Germany",,https://www.linkedin.com/jobs/view/4442751233 , ,li-4442751233,fulltime,,,,,,False,internship,"Research, Analyst, and Information Technology",,Julia.Mittelmaier@Valeo.com,Motor Vehicle Parts Manufacturing,https://fr.linkedin.com/company/valeo,,,,,,,,,,,
