site,title,company,location,date_posted,job_url,job_url_direct,id,job_type,salary_source,interval,min_amount,max_amount,currency,is_remote,job_level,job_function,listing_type,emails,company_industry,company_url,company_url_direct,company_addresses,company_num_employees,company_revenue,company_description,skills,experience_range,company_rating,company_reviews_count,vacancy_count,work_from_home_type
linkedin,Bachelor/ Master Thesis - Implementation of a Latch-Based Register File for RISC-V Cores (f/m/div),Infineon Technologies,"Munich, Bavaria, Germany",2026-09-02,https://www.linkedin.com/jobs/view/4453109734 , ,li-4453109734,fulltime,,,,,,False,internship,Education and Training,,,"Semiconductor Manufacturing, Appliances, Electrical, and Electronics Manufacturing, and Computer Hardware Manufacturing",https://de.linkedin.com/company/infineon-technologies,,,,,,,,,,,
linkedin,Praktikant/Werkstudent für Prototyping & Zukunftstechnologien (m/w/d),softgate,"Erlangen, Bavaria, Germany",2026-09-01,https://www.linkedin.com/jobs/view/4459294385 , ,li-4459294385,parttime,,,,,,True,internship,Information Technology,,,Software Development,https://de.linkedin.com/company/softgate,,,,,,,,,,,
linkedin,Abschlussarbeit/ Werkstudent (m/w/d) Elektronik / Softwareentwicklung - Feldhäcksler (SoSe 2027),Fendt,"Marktoberdorf, Bavaria, Germany",2026-09-01,https://www.linkedin.com/jobs/view/4460286935 , ,li-4460286935,fulltime,,,,,,False,entry level,Engineering and Information Technology,,,Machinery Manufacturing and Farming,https://de.linkedin.com/company/fendt,,,,,,,,,,,
linkedin,Abschlussarbeit »Elektronik- und Softwareentwicklung für einen Prüfstand zur Sandwichumformung«,Fraunhofer Karriere,"Halle, Saxony-Anhalt, Germany",2026-09-01,https://www.linkedin.com/jobs/view/4460282842 , ,li-4460282842,fulltime,,,,,,False,entry level,Engineering and Information Technology,,franz.bilkenroth@imws.fraunhofer.de,Research Services,https://de.linkedin.com/company/fraunhoferkarriere,,,,,,,,,,,
linkedin,Internship - Development of Innovative Driving Dynamics Functions (m/f/d),CARIAD,"Ingolstadt, Bavaria, Germany",2026-09-01,https://www.linkedin.com/jobs/view/4459290831 , ,li-4459290831,fulltime,,,,,,True,internship,Management and Manufacturing,,careers@cariad.technology,Software Development,https://de.linkedin.com/company/cariad-tech,,,,,,,,,,,
linkedin,Master Thesis - Cryogenic Analog Demultiplexer for Scalable Electron-Spin Qubit Control,Forschungszentrum Jülich,"Jülich, North Rhine-Westphalia, Germany",2026-08-31,https://www.linkedin.com/jobs/view/4459225199 , ,li-4459225199,parttime,,,,,,False,entry level,Research and Science,,,Research Services and Services for Renewable Energy,https://de.linkedin.com/company/forschungszentrum-julich,,,,,,,,,,,
linkedin,Synthesis Engineer,Inflection (Angel List Syndicate),"Rülzheim, Rhineland-Palatinate, Germany",2026-08-30,https://www.linkedin.com/jobs/view/4461015038 , ,li-4461015038,fulltime,,,,,,True,entry level,Engineering and Information Technology,,,Venture Capital and Private Equity Principals,https://www.linkedin.com/company/inflection-fund,,,,,,,,,,,
linkedin,Working Student (f/m/d) - Procedural World Generation & 3D Assets,Siemens,"Garching, Bavaria, Germany",2026-08-27,https://www.linkedin.com/jobs/view/4458645626 , ,li-4458645626,parttime,,,,,,False,internship,Administrative,,,Automation Machinery Manufacturing,https://de.linkedin.com/company/siemens,,,,,,,,,,,
linkedin,Praktikum im Bereich Robotik und Konstruktion,Fraunhofer IPA,"Stuttgart, Baden-Württemberg, Germany",,https://www.linkedin.com/jobs/view/4461903024 , ,li-4461903024,fulltime,,,,,,False,internship,Education and Training,,jennifer.leppich@ipa.fraunhofer.de,Research Services,https://de.linkedin.com/company/fraunhofer-ipa,,,,,,,,,,,
linkedin,"Only for Erasmus/Turing Internship: AI/IT, Graphic Designer and/or Computer Science&Technologies on MA-Level",Art & Science Node,"Berlin, Berlin, Germany",,https://www.linkedin.com/jobs/view/4460704022 , ,li-4460704022,internship,,,,,,False,internship,Art/Creative,,,IT Services and IT Consulting,https://www.linkedin.com/company/art-science-node,,,,,,,,,,,
linkedin,"Abschlussarbeit System, IV & V & Test Engineering",HENSOLDT,"Ulm, Baden-Württemberg, Germany",,https://www.linkedin.com/jobs/view/4462112110 , ,li-4462112110,fulltime,,,,,,False,entry level,Information Technology,,jobs@hensoldt.net,Defense and Space Manufacturing,https://de.linkedin.com/company/hensoldt,,,,,,,,,,,
