site,title,company,location,date_posted,job_url,job_url_direct,id,job_type,salary_source,interval,min_amount,max_amount,currency,is_remote,job_level,job_function,listing_type,emails,company_industry,company_url,company_url_direct,company_addresses,company_num_employees,company_revenue,company_description,skills,experience_range,company_rating,company_reviews_count,vacancy_count,work_from_home_type
linkedin,Director of Analog Design,European Tech Recruit,"Munich, Bavaria, Germany",2026-08-04,https://www.linkedin.com/jobs/view/4448850238 , ,li-4448850238,fulltime,,,,,,False,director,"Engineering, Information Technology, and Management",,,"Semiconductor Manufacturing, Computer Hardware Manufacturing, and Software Development",https://uk.linkedin.com/company/european-tech-recruit,,,,,,,,,,,
linkedin,FPGA Entwickler (m/w/d),Arnold NextG,"Rüsselsheim am Main, Hesse, Germany",2026-08-04,https://www.linkedin.com/jobs/view/4446600595 , ,li-4446600595,fulltime,,,,,,False,mid-senior level,Engineering and Information Technology,,,Motor Vehicle Parts Manufacturing,https://de.linkedin.com/company/arnoldnextg,,,,,,,,,,,
linkedin,Team Lead Physical Implementation,Racyics,"Frankfurt am Main, Hesse, Germany",2026-08-04,https://www.linkedin.com/jobs/view/4448832490 , ,li-4448832490,fulltime,,,,,,False,mid-senior level,Information Technology,,jobs@racyics.com,Semiconductor Manufacturing,https://de.linkedin.com/company/racyics,,,,,,,,,,,
linkedin,ELECTRONICS ENGINEER (f/m/d),Omnisent,"Munich, Bavaria, Germany",2026-08-04,https://www.linkedin.com/jobs/view/4446643590 , ,li-4446643590,fulltime,,,,,,False,entry level,Engineering,,,IT Services and IT Consulting,https://de.linkedin.com/company/omnisent,,,,,,,,,,,
linkedin,Electrical & Software Development Engineer (m/w/d),Körber Supply Chain,"Constance, Baden-Württemberg, Germany",2026-08-04,https://www.linkedin.com/jobs/view/4440077414 , ,li-4440077414,fulltime,,,,,,False,entry level,Engineering and Information Technology,,jobs@koerber.com,Machinery Manufacturing and Industrial Machinery Manufacturing,https://de.linkedin.com/company/koerber-supply-chain,,,,,,,,,,,
linkedin,Firmware Engineer PCIe/NVMe Storage Controllers (m/f/d),Swissbit AG,,2026-08-04,https://www.linkedin.com/jobs/view/4418371018 , ,li-4418371018,fulltime,,,,,,False,mid-senior level,Engineering and Information Technology,,,Semiconductor Manufacturing,https://ch.linkedin.com/company/swissbit-ag,,,,,,,,,,,
linkedin,Platform Hardware Engineer – Data Center Accelerator Platforms,OPENCHIP & SOFTWARE TECHNOLOGIES,"Karlsruhe, Baden-Württemberg, Germany",2026-08-04,https://www.linkedin.com/jobs/view/4448504649 , ,li-4448504649,fulltime,,,,,,False,mid-senior level,Engineering and Information Technology,,,Software Development,https://es.linkedin.com/company/openchip-software-technologies,,,,,,,,,,,
linkedin,"Senior FPGA Developer (w/m/d) - hands-on expertise with FPGA transceivers, hard IP, and PLLs",Luxoft Germany,,2026-08-04,https://www.linkedin.com/jobs/view/4448865219 , ,li-4448865219,fulltime,,,,,,False,mid-senior level,Engineering,,,IT Services and IT Consulting,https://de.linkedin.com/company/luxoft-germany,,,,,,,,,,,
linkedin,Entwicklungsingenieur (m/w/d) Hardware,Pepperl+Fuchs Group,"Hamburg, Hamburg, Germany",2026-08-04,https://www.linkedin.com/jobs/view/4448854346 , ,li-4448854346,fulltime,,,,,,False,entry level,Engineering and Information Technology,,,Automation Machinery Manufacturing,https://de.linkedin.com/company/pepperl-fuchs-group,,,,,,,,,,,
linkedin,TYPO3 ENTWICKLER (M/W/D),DSL factory / Markenentwicklung & digitale Medien,"Zwickau, Saxony, Germany",2026-08-04,https://www.linkedin.com/jobs/view/4448853655 , ,li-4448853655,fulltime,,,,,,True,entry level,Engineering and Information Technology,,,Advertising Services,https://de.linkedin.com/company/dslfactory,,,,,,,,,,,
