site,title,company,location,date_posted,job_url,job_url_direct,id,job_type,salary_source,interval,min_amount,max_amount,currency,is_remote,job_level,job_function,listing_type,emails,company_industry,company_url,company_url_direct,company_addresses,company_num_employees,company_revenue,company_description,skills,experience_range,company_rating,company_reviews_count,vacancy_count,work_from_home_type
linkedin,Elektronikingenieur (w/m/d),OKM Detectors,"Altenburg, Thuringia, Germany",2026-08-23,https://www.linkedin.com/jobs/view/4455094288 , ,li-4455094288,fulltime,,,,,,False,entry level,Information Technology,,,International Trade and Development,https://de.linkedin.com/company/okmdetectors,,,,,,,,,,,
linkedin,FPGA Engineer (m/f/d) – Digital Front-End & Real-Time Waveform Generation,Thales,"Ditzingen, Baden-Württemberg, Germany",2026-08-23,https://www.linkedin.com/jobs/view/4430751506 , ,li-4430751506,fulltime,,,,,,False,not applicable,Engineering and Information Technology,,,Aviation and Aerospace Component Manufacturing and Defense and Space Manufacturing,https://fr.linkedin.com/company/thales,,,,,,,,,,,
linkedin,SOC Architect - Chiplet,Tenstorrent,"Munich, Bavaria, Germany",2026-08-22,https://www.linkedin.com/jobs/view/4377756862 , ,li-4377756862,fulltime,,,,,,True,mid-senior level,Information Technology,,,Computer Hardware Manufacturing,https://ca.linkedin.com/company/tenstorrent-inc.,,,,,,,,,,,
linkedin,Mission Systems Equipment Design Responsible (d/f/m),Airbus Defence and Space,"Manching, Bavaria, Germany",2026-08-22,https://www.linkedin.com/jobs/view/4428228223 , ,li-4428228223,parttime,,,,,,False,mid-senior level,Engineering and Information Technology,,emsom@airbus.com,Defense and Space Manufacturing,https://www.linkedin.com/company/airbus-defence-and-space,,,,,,,,,,,
linkedin,FTI Component Engineer - Electrical Design / Documentation (all gender),ALTEN,"Donauwörth, Bavaria, Germany",2026-08-22,https://www.linkedin.com/jobs/view/4455035240 , ,li-4455035240,fulltime,,,,,,False,entry level,Engineering,,,Machinery Manufacturing and Aviation and Aerospace Component Manufacturing,https://fr.linkedin.com/company/alten,,,,,,,,,,,
linkedin,Power Electronics Engineer (f/m/d),Siemens Energy,"Berlin, Berlin, Germany",2026-08-22,https://www.linkedin.com/jobs/view/4437909964 , ,li-4437909964,fulltime,,,,,,True,mid-senior level,Engineering,,,"Appliances, Electrical, and Electronics Manufacturing",https://www.linkedin.com/company/siemens-energy,,,,,,,,,,,
linkedin,System Engineer  Interference Mitigation (m/w/d) - Product Line Detect,Valeo,"Bietigheim-Bissingen, Baden-Württemberg, Germany",2026-08-22,https://www.linkedin.com/jobs/view/4438678265 , ,li-4438678265,fulltime,,,,,,False,mid-senior level,Information Technology,,Julia.Mittelmaier@Valeo.com,Motor Vehicle Parts Manufacturing,https://fr.linkedin.com/company/valeo,,,,,,,,,,,
linkedin,PHD Position in Spacecraft GNC Engineering (d/f/m),Airbus Defence and Space,"Immenstaad am Bodensee, Baden-Württemberg, Germany",2026-08-22,https://www.linkedin.com/jobs/view/4455027499 , ,li-4455027499,fulltime,,,,,,False,internship,Engineering and Information Technology,,emsom@airbus.com,Defense and Space Manufacturing,https://www.linkedin.com/company/airbus-defence-and-space,,,,,,,,,,,
linkedin,Entwicklungsingenieur - Leistungselektronik Luftfahrt (m/w/d),SII Germany,"Dresden, Saxony, Germany",2026-08-22,https://www.linkedin.com/jobs/view/4447589871 , ,li-4447589871,fulltime,,,,,,False,entry level,Engineering and Information Technology,,,IT Services and IT Consulting,https://de.linkedin.com/company/sii-germany,,,,,,,,,,,
linkedin,"Sr. Engineer, Digital Design",SiTime,"Munich, Bavaria, Germany",2026-08-22,https://www.linkedin.com/jobs/view/4447511609 , ,li-4447511609,fulltime,,,,,,False,mid-senior level,Engineering and Information Technology,,,Semiconductor Manufacturing,https://www.linkedin.com/company/sitime,,,,,,,,,,,
linkedin,Power Electronics Design Engineer (m/f/d),BorgWarner,"Nuremberg, Bavaria, Germany",2026-08-22,https://www.linkedin.com/jobs/view/4447437459 , ,li-4447437459,fulltime,,,,,,False,not applicable,Engineering and Information Technology,,,"Motor Vehicle Manufacturing, Industrial Machinery Manufacturing, and Truck Transportation",https://www.linkedin.com/company/borgwarner,,,,,,,,,,,
